formid,CommPartnersGender,CommPartnerMaritalStatus,Stateofresidence,Farming_Seasons_to_Participate_in_2024,LandAvailableIn2024WetSeason,LandAvailableIn2024DrySeason,ReasonForDisplacement,CommPartnerHouseHoldStatus,Cooperative_unique_ID,Implementing_Partner,PovertyClassification,Comm_Partners_Age_group,Sex_and_AgeGroup,IDP_classification,disability_classification,Beneficiaryuniqueid,completed_time,started_time,username,received_on
a45a3d62-de53-496a-9deb-743d034f4b63,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Rin14C0RR15,20/02/2024 20:54,20/02/2024 20:51,rin27,20/02/2024 21:39
1f48da00-3118-4c6a-b08d-c35e4209b6b7,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinC6VF1Y48,20/02/2024 20:57,20/02/2024 20:54,rin27,20/02/2024 21:39
ee548d99-5f5b-440b-8a66-701731dafb5a,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahO0WO24,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahRFBV1V04,20/02/2024 21:36,20/02/2024 21:33,jah83,20/02/2024 21:39
b07a3ecb-c2d2-42dc-9f0b-a0033005e4d5,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinH5JKCW29,20/02/2024 21:00,20/02/2024 20:57,rin27,20/02/2024 21:39
993a8541-ac7a-4415-949b-3cf7d03b4eba,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahO0WO24,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah0IS0TM41,20/02/2024 21:39,20/02/2024 21:36,jah83,20/02/2024 21:39
8d79e1d6-1a92-484a-8dd4-15c6eebd82a9,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Rin597ZZS22,20/02/2024 21:02,20/02/2024 21:00,rin27,20/02/2024 21:39
aa61bce4-df17-4c51-94b7-447ee7870e4d,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinGRQTO117,20/02/2024 21:06,20/02/2024 21:02,rin27,20/02/2024 21:39
0fe7efde-61c5-4559-b1b1-7af4be9111b6,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,JahM91Y22,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahOGLQW745,20/02/2024 21:39,20/02/2024 21:24,jah73,20/02/2024 21:39
a70dc8f3-dac5-4ec2-8b24-d6c16c0e231f,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinJVLKY112,20/02/2024 21:08,20/02/2024 21:06,rin27,20/02/2024 21:39
669629d6-ca39-40ca-b9c7-d0deb00dc418,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinO2HIRQ11,20/02/2024 21:11,20/02/2024 21:08,rin27,20/02/2024 21:39
ee98b0dd-4179-4cac-be04-6201c0f71775,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Rin9BDBTK02,20/02/2024 21:17,20/02/2024 21:11,rin27,20/02/2024 21:39
5a4d8d42-e085-4ad7-87c3-b6dd2d9e36d5,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinD8OTZE12,20/02/2024 21:19,20/02/2024 21:17,rin27,20/02/2024 21:40
d1e28568-bef6-4742-9211-98d1d5a9c3fc,Female,Divorced,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Rin4KY3R120,20/02/2024 21:21,20/02/2024 21:19,rin27,20/02/2024 21:40
c6313905-d3c5-4aee-84da-10708302504b,Female,Divorced,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Ika18KS8R16,20/02/2024 19:41,20/02/2024 19:39,ika19,20/02/2024 21:40
97c7ad7b-8752-4de0-9f56-f52f75f188d1,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinM0MXB315,20/02/2024 21:23,20/02/2024 21:21,rin27,20/02/2024 21:40
e69f74e7-d521-4099-9811-a8715ade6651,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Ika5DVMC907,20/02/2024 19:42,20/02/2024 19:41,ika19,20/02/2024 21:40
400059c2-99f0-42bb-a496-0d387ca27d0b,Female,Married,Kano,---,---,---,I_am_an_indigene,Spouse_to_household_head,Kur1OMM03,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Kur3A7MM204,20/02/2024 11:17,20/02/2024 11:12,kur03,20/02/2024 21:40
9208e3aa-6061-4582-ad9d-92b12a1f6d8f,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Ika1X52JP55,20/02/2024 19:44,20/02/2024 19:43,ika19,20/02/2024 21:40
ebcebce5-dc4f-4991-a069-59fc1eb4b89c,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinHKA52134,20/02/2024 21:25,20/02/2024 21:23,rin27,20/02/2024 21:40
c65dfdbd-62fc-480e-9bdc-935d92268ca2,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Ika69POCS49,20/02/2024 19:47,20/02/2024 19:44,ika19,20/02/2024 21:40
18a1cbf9-f2bb-47a2-b789-8adc595583ff,Female,Married,Kano,---,---,---,I_am_an_indigene,Spouse_to_household_head,Kur1OMM03,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,KurI769ML33,20/02/2024 11:21,20/02/2024 11:18,kur03,20/02/2024 21:40
914a533e-fe20-447e-adc3-57756b1e7044,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Rin5X5GBN30,20/02/2024 21:27,20/02/2024 21:25,rin27,20/02/2024 21:40
27db9122-610a-4695-b648-b5eeceac3b0e,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinZ8P6L914,20/02/2024 21:29,20/02/2024 21:27,rin27,20/02/2024 21:40
e71eb82a-b285-4833-8296-0bb54456c165,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinIPHV3O34,20/02/2024 21:31,20/02/2024 21:29,rin27,20/02/2024 21:40
58f01495-8637-4ca5-abd9-bd077cd1f9e0,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Rin9M3PNB53,20/02/2024 21:34,20/02/2024 21:32,rin27,20/02/2024 21:40
7d86779a-83b7-4ae5-9c3a-7c1670d915b4,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Rin33K2TQ01,20/02/2024 21:36,20/02/2024 21:34,rin27,20/02/2024 21:40
6030da72-dcfd-4a72-b3e5-126c534eafc6,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,IkaI9XVKD54,20/02/2024 19:48,20/02/2024 19:47,ika19,20/02/2024 21:40
27f96c1b-cab2-42d0-9d58-be595f93788b,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinQHW942,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinYT774H49,20/02/2024 21:37,20/02/2024 21:36,rin27,20/02/2024 21:40
e36475a4-6093-436a-9dee-7db3354acd34,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Ika4L47RN35,20/02/2024 19:50,20/02/2024 19:48,ika19,20/02/2024 21:40
986d2aa2-4b72-4fe4-a23d-fd27c70b82b3,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Ika60ZJP117,20/02/2024 19:52,20/02/2024 19:50,ika19,20/02/2024 21:40
5c7ddcf0-5aab-44b9-b28b-a00714355b52,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,IkaNBAV2C53,20/02/2024 19:53,20/02/2024 19:52,ika19,20/02/2024 21:40
d996d1f4-2c8e-4e30-a361-00b3d66d3a93,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,IkaJ4K5LR35,20/02/2024 19:55,20/02/2024 19:53,ika19,20/02/2024 21:40
d0008d88-9e4d-4d35-986b-7529abfcde67,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,IkaMWY40338,20/02/2024 19:57,20/02/2024 19:55,ika19,20/02/2024 21:40
0aa6071e-0a31-493d-9117-3e7ac8810d5d,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Ika7FP0UH22,20/02/2024 19:59,20/02/2024 19:57,ika19,20/02/2024 21:40
21e36111-e4fd-4318-8197-6ea3f378bea9,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Ika36JVTI13,20/02/2024 20:01,20/02/2024 19:59,ika19,20/02/2024 21:40
55d7a372-5b61-4e48-9e7a-9607c380c832,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahOOU3BG33,20/02/2024 12:16,20/02/2024 12:12,jah46,20/02/2024 21:41
4081568e-c1a2-4885-bb17-b9b4967e0155,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,IkaGKN5BT01,20/02/2024 20:03,20/02/2024 20:01,ika19,20/02/2024 21:41
856e474c-de0d-486d-aaab-3d305b0443b7,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahNSP0SK20,20/02/2024 12:18,20/02/2024 12:16,jah46,20/02/2024 21:41
d9a25aeb-fe2f-4f0e-a245-d1c6a0760ccd,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahRQE2YD50,20/02/2024 12:20,20/02/2024 12:18,jah46,20/02/2024 21:41
c4cd422b-543f-4ccd-9a0f-af625276a47a,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Ika8EARDL12,20/02/2024 20:05,20/02/2024 20:03,ika19,20/02/2024 21:41
118f52da-fbbd-4307-8e2d-7b6abe582851,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah8MLW7M55,20/02/2024 12:29,20/02/2024 12:21,jah46,20/02/2024 21:41
756af0b3-6e3f-4b12-92cb-e271e4366442,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahJF5TJH25,20/02/2024 12:32,20/02/2024 12:29,jah46,20/02/2024 21:41
cb97bc52-2eef-4aa7-97a5-bc15f1a51d9c,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,IkaFXP15504,20/02/2024 20:07,20/02/2024 20:05,ika19,20/02/2024 21:41
b292b11e-c8d6-4de1-8992-a87688f872be,Female,Married,Kano,---,---,---,I_am_an_indigene,Spouse_to_household_head,Kur1OMM03,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,KurI1PKA328,20/02/2024 11:26,20/02/2024 11:21,kur03,20/02/2024 21:41
b341097f-e70e-4cf3-a84e-e0a33c380882,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahZDYOZ842,20/02/2024 12:34,20/02/2024 12:32,jah46,20/02/2024 21:41
c5d41b80-a93f-4942-bc9d-6470b8258eb3,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,IkaTE2ZPG03,20/02/2024 20:08,20/02/2024 20:07,ika19,20/02/2024 21:41
0fb9435e-b828-40c5-a499-4425931fdda8,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahMTPJ1Q42,20/02/2024 12:41,20/02/2024 12:38,jah46,20/02/2024 21:41
eb71c47a-068b-45dd-b671-d79c0bda48a8,Female,Married,Kano,---,---,---,I_am_an_indigene,Spouse_to_household_head,Kur1OMM03,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,KurD8PT1V13,20/02/2024 11:30,20/02/2024 11:26,kur03,20/02/2024 21:41
0e41fd81-35f8-460c-9f86-b499fa168124,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,IkaZ0F3OU29,20/02/2024 20:11,20/02/2024 20:08,ika19,20/02/2024 21:41
70129e8e-f5c2-4d55-8d93-89864785b773,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahQP2P4B02,20/02/2024 12:43,20/02/2024 12:41,jah46,20/02/2024 21:41
f361602b-50fd-4bdc-8d28-e6cfab2be87e,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahF4F2HA31,20/02/2024 12:45,20/02/2024 12:43,jah46,20/02/2024 21:41
e4c0a54a-997f-4886-ab0c-a99c7af3b60e,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,IkaSSSS1A58,20/02/2024 20:13,20/02/2024 20:11,ika19,20/02/2024 21:41
0cab47a0-25ed-42f9-b70b-bc57108d710a,Female,Married,Kano,---,---,---,I_am_an_indigene,Spouse_to_household_head,Kur1OMM03,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,KurC203Q818,20/02/2024 11:35,20/02/2024 11:31,kur03,20/02/2024 21:41
a1059f9d-d85f-4fef-b891-439b63a467f5,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah6E03UC31,20/02/2024 12:47,20/02/2024 12:45,jah46,20/02/2024 21:41
4f602503-2985-4c27-a3cb-1c70a76c53e7,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Ika3RQGC457,20/02/2024 20:16,20/02/2024 20:13,ika19,20/02/2024 21:41
1f6cda25-20ee-4de7-93ba-4e4a907db698,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahJHYZRV37,20/02/2024 12:50,20/02/2024 12:47,jah46,20/02/2024 21:41
34a23752-4d1f-4a69-b6cd-5f728c992619,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,IkaJV3G18,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,IkaFRF0WW06,20/02/2024 20:17,20/02/2024 20:16,ika19,20/02/2024 21:41
0c06beaa-14c6-4064-a9e0-4bbd165ec15e,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah1JYZZI59,20/02/2024 12:57,20/02/2024 12:50,jah46,20/02/2024 21:41
7176ff7a-641a-4ea1-85db-d46489c27f23,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahLFYMEK31,20/02/2024 12:59,20/02/2024 12:57,jah46,20/02/2024 21:41
cd85ea8c-dcc6-4e61-afba-35ea34b8c31f,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,Ika01E308,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Ika0SUEGE42,20/02/2024 20:22,20/02/2024 20:20,ika19,20/02/2024 21:41
543a42a5-b1eb-49c9-b8c0-6272b5c2401c,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahLXDY5Z48,20/02/2024 13:02,20/02/2024 12:59,jah46,20/02/2024 21:41
dc9ed61a-7208-4200-8103-557d5e6e90c5,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,Ika01E308,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,IkaV59HFJ52,20/02/2024 20:24,20/02/2024 20:23,ika19,20/02/2024 21:41
8f36a1b3-2e51-4518-bd85-c03fd258007c,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah9U9FES40,20/02/2024 13:05,20/02/2024 13:02,jah46,20/02/2024 21:41
e59c847e-295f-47cc-abf1-194e50a047e7,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahRWQOCD23,20/02/2024 13:08,20/02/2024 13:06,jah46,20/02/2024 21:41
e5e313f2-6087-44db-b978-eb782b792b94,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,Ika01E308,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,IkaFJTOJJ54,20/02/2024 20:27,20/02/2024 20:24,ika19,20/02/2024 21:41
ef68df43-12f8-459b-8a05-5a04dc4bc012,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahLQ6K1G09,20/02/2024 13:10,20/02/2024 13:08,jah46,20/02/2024 21:41
3321f694-feb8-4706-985b-6216981463a8,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah28945H10,20/02/2024 13:12,20/02/2024 13:10,jah46,20/02/2024 21:41
1aad53e2-9f0e-40c6-b6ea-6a0b0712d1a3,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahQJCX2V54,20/02/2024 13:14,20/02/2024 13:12,jah46,20/02/2024 21:41
4aeff86f-e3f2-4137-a02a-c5b0aa7850a0,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,Ika01E308,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,IkaSV2GK557,20/02/2024 20:29,20/02/2024 20:27,ika19,20/02/2024 21:41
ff5e6322-f37f-4df9-a834-3d32df5fcd59,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahXNQKOL09,20/02/2024 13:16,20/02/2024 13:14,jah46,20/02/2024 21:41
90fb74bc-6089-471e-a8e1-6e4e1d441a69,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah2SDKEQ02,20/02/2024 13:18,20/02/2024 13:16,jah46,20/02/2024 21:41
0fd7ad8c-4f3a-4956-8d3f-931b29320e63,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,Ika01E308,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Ika7ITOXD59,20/02/2024 20:31,20/02/2024 20:29,ika19,20/02/2024 21:41
b8dedaa5-0b35-435e-bebf-9afea9b0809b,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah7K2YDH58,20/02/2024 13:19,20/02/2024 13:18,jah46,20/02/2024 21:41
3e926cb1-3f69-4d43-b4fa-42b6b7fdc837,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahGF1Q7R43,20/02/2024 13:21,20/02/2024 13:19,jah46,20/02/2024 21:41
411f5add-fb67-49fb-a5c9-29080876fd51,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,Ika01E308,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Ika4TWYP702,20/02/2024 20:32,20/02/2024 20:31,ika19,20/02/2024 21:41
74d1df27-3bec-41ea-acf4-fdc6da9b8567,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahBWYZP307,20/02/2024 13:25,20/02/2024 13:21,jah46,20/02/2024 21:41
3cb38536-fd08-4d8b-a0a6-6f92feab079c,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,Ika01E308,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,IkaPHNKCL46,20/02/2024 20:34,20/02/2024 20:32,ika19,20/02/2024 21:41
80d63ae3-c6d4-4c8d-ae56-9d69817b647a,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahRN1HWW44,20/02/2024 13:27,20/02/2024 13:25,jah46,20/02/2024 21:41
780e19a8-e553-4a83-8f4f-50c61e563be7,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahFUOG1E34,20/02/2024 13:29,20/02/2024 13:27,jah46,20/02/2024 21:41
21367713-149a-454f-a8f1-8d6d99905c22,Female,Married,Kaduna,---,---,---,I_am_an_indigene,Spouse_to_household_head,Ika01E308,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Ika842TR341,20/02/2024 20:36,20/02/2024 20:34,ika19,20/02/2024 21:41
cd2e3f20-5455-46b4-91d8-bc728dd04a2b,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahPURECY32,20/02/2024 13:31,20/02/2024 13:29,jah46,20/02/2024 21:41
8571055c-dfe8-4ed7-a4b5-85bd553e6205,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah9VW70J22,20/02/2024 13:33,20/02/2024 13:31,jah46,20/02/2024 21:41
b375cf64-f58a-4403-b236-efbc43404c94,Female,Married,Gombe,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,GomA1NN27,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,GomUW7JYF19,20/02/2024 21:41,20/02/2024 21:35,gom26,20/02/2024 21:41
39ce542e-a99c-4ac1-b523-220f9bb804a1,Female,Married,Jigawa,Wet_Season,1.0,---,I_am_an_indigene,Spouse_to_household_head,Jah4R7Z44,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahZZT1FN23,20/02/2024 13:35,20/02/2024 13:33,jah46,20/02/2024 21:41
