formid,CommPartnerMaritalStatus,Stateofresidence,CommPartnerHouseHoldStatus,Cooperative_unique_ID,IDP_classification,implementing_Partner,Comm_Partners_Age_group,Sex_and_AgeGroup,disability_classification,Beneficiaryuniqueid,completed_time,started_time,username,received_on,CommPartnerPovertyClass
6392b4d8-758a-4da1-9419-c2945bcfcbce,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Kur3UAZG516,25/06/2024 13:53,25/06/2024 13:51,kur04,25/06/2024 15:21,N/A
54e95319-762c-4865-a4c0-682ba8b21e48,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahV8UOR306,25/06/2024 09:40,25/06/2024 09:39,jah49,25/06/2024 15:21,N/A
aeca0a4a-5814-4850-b65e-51c9c518a82f,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahWWPVJN57,25/06/2024 09:42,25/06/2024 09:41,jah49,25/06/2024 15:21,N/A
5b4e1cf2-ae15-4b1c-9788-4f1d99344027,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurW7NQ2618,25/06/2024 13:55,25/06/2024 13:53,kur04,25/06/2024 15:21,N/A
0b2aea7c-8b6f-40d2-acd9-1246daefb914,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahFEKCBH45,25/06/2024 09:44,25/06/2024 09:43,jah49,25/06/2024 15:21,N/A
ee3aa83b-89c6-406c-9f88-3398ddff1b9c,Married,Kano,Spouse_to_household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurZJB9GC52,25/06/2024 13:58,25/06/2024 13:55,kur04,25/06/2024 15:21,N/A
4a47f06e-252e-4a48-88f0-a19f34964fe7,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahOY0WGY36,25/06/2024 09:46,25/06/2024 09:44,jah49,25/06/2024 15:21,N/A
9e800a5b-1ed3-4ecd-bc1a-94ad1ec3ede9,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah9P8KLY10,25/06/2024 09:48,25/06/2024 09:46,jah49,25/06/2024 15:21,N/A
5162a6b0-f6a3-42bf-a123-801276545597,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurDT9H5N15,25/06/2024 14:00,25/06/2024 13:58,kur04,25/06/2024 15:21,N/A
0ac3e1cd-8bea-4b4f-a114-5e7f16fe1850,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah4HQZ7240,25/06/2024 09:49,25/06/2024 09:48,jah49,25/06/2024 15:21,N/A
43bb953f-a512-458a-856c-b5656088f5f4,Single,Kano,Spouse_to_household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurFXWDAY12,25/06/2024 14:02,25/06/2024 14:00,kur04,25/06/2024 15:21,N/A
37229ca6-79e1-4e2f-aac9-c61bca6f249b,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahQ1VXQT12,25/06/2024 09:50,25/06/2024 09:49,jah49,25/06/2024 15:22,N/A
9d0d53d7-ad85-4c4e-b39f-a8d944d69470,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Kur36F92M36,25/06/2024 14:06,25/06/2024 14:05,kur04,25/06/2024 15:22,N/A
3b6521c1-c1df-4f4e-8564-bc785cdc3030,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahSF3JEX32,25/06/2024 09:52,25/06/2024 09:50,jah49,25/06/2024 15:22,N/A
970f960c-85a9-486f-a82f-4068b0838e4e,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurIVZB7O32,25/06/2024 14:16,25/06/2024 14:13,kur04,25/06/2024 15:22,N/A
6ed0f749-e224-4aff-ae9a-8ac53c568a68,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahTN0W1E49,25/06/2024 10:18,25/06/2024 10:12,jah49,25/06/2024 15:22,N/A
28c973fd-26e9-4ccb-b300-ab2b3e0a7a95,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahWRDLTE04,25/06/2024 10:21,25/06/2024 10:20,jah49,25/06/2024 15:22,N/A
5106df87-0d93-4ad7-8364-557c306c1170,Married,Kano,Spouse_to_household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Kur05UO0601,25/06/2024 14:18,25/06/2024 14:16,kur04,25/06/2024 15:22,N/A
0db14ee2-93ec-4701-9b64-c335c46692b8,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah8Q4PS230,25/06/2024 10:34,25/06/2024 10:31,jah49,25/06/2024 15:22,N/A
26386f24-4522-4073-8921-b3e85b1c03df,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurQ2JDBP45,25/06/2024 14:23,25/06/2024 14:18,kur04,25/06/2024 15:22,N/A
0d838b7a-63de-4004-a13f-7faea5a0a2c4,Single,Kano,Spouse_to_household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Kur43PPO021,25/06/2024 14:26,25/06/2024 14:23,kur04,25/06/2024 15:22,N/A
55b15174-da3c-47e1-9b25-fbbc07b4fa70,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahBDLH9J39,25/06/2024 10:50,25/06/2024 10:34,jah49,25/06/2024 15:22,N/A
b8950e17-8024-47c9-9218-bd5d4a064132,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurV02DQB10,25/06/2024 14:28,25/06/2024 14:26,kur04,25/06/2024 15:22,N/A
f3ae9907-afb8-40bd-91f2-3699b7aefc18,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahTGT58953,25/06/2024 10:53,25/06/2024 10:51,jah49,25/06/2024 15:22,N/A
f8a57579-88a7-4d51-ba58-887f59203da2,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Kur1R750U15,25/06/2024 14:32,25/06/2024 14:29,kur04,25/06/2024 15:22,N/A
74f0a33b-61b8-4594-af20-014dbb09e0ac,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahW0FN0S46,25/06/2024 10:55,25/06/2024 10:54,jah49,25/06/2024 15:22,N/A
4f1c1995-16d3-4bc8-ab8f-1320400e9a45,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurGMLMEU47,25/06/2024 14:36,25/06/2024 14:32,kur04,25/06/2024 15:22,N/A
ab3d9ebb-413f-40c7-88aa-bc8dc53902b4,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahB8XZEF43,25/06/2024 10:57,25/06/2024 10:56,jah49,25/06/2024 15:22,N/A
a5c0ac2b-e01b-4553-8a54-1a4343cfe4ad,Single,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurN404Q639,25/06/2024 15:02,25/06/2024 14:59,kur04,25/06/2024 15:22,N/A
817a9d97-3306-4687-818a-ca667774128d,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahAGPNMW54,25/06/2024 10:58,25/06/2024 10:57,jah49,25/06/2024 15:22,N/A
8fed296a-e68f-4453-9318-24fa1ec75930,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahV405TU04,25/06/2024 10:59,25/06/2024 10:58,jah49,25/06/2024 15:22,N/A
6dbd8244-16e4-4a7c-8df2-6ecc52b454c4,Married,Kano,Spouse_to_household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Kur2FD31R53,25/06/2024 15:05,25/06/2024 15:02,kur04,25/06/2024 15:22,N/A
0ba444e4-e067-4f49-b179-fe90d07d3098,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahRY93KF43,25/06/2024 15:22,25/06/2024 15:20,jah66,25/06/2024 15:22,N/A
f4c159f6-7ad4-4feb-94ae-7eca45eb9966,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahSS52H511,25/06/2024 11:00,25/06/2024 10:59,jah49,25/06/2024 15:22,N/A
f3c9ca00-df74-4669-a3e0-13ca9125ace3,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurW878J356,25/06/2024 15:09,25/06/2024 15:05,kur04,25/06/2024 15:22,N/A
70f623ed-b4c6-471f-b549-d62f3009aa0c,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah3QKKS515,25/06/2024 11:01,25/06/2024 11:00,jah49,25/06/2024 15:22,N/A
033f7a1b-0143-416a-9a8a-2f5c9bd75470,Single,Kano,Spouse_to_household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurKMGRG754,25/06/2024 15:11,25/06/2024 15:09,kur04,25/06/2024 15:22,N/A
b4817452-bea2-427e-872a-9ecf939247b1,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah6T0HRW26,25/06/2024 11:02,25/06/2024 11:01,jah49,25/06/2024 15:22,N/A
1e45707c-b8fe-4709-b94b-17cb7dbd2d2d,Married,Kano,Spouse_to_household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurBPJPYG49,25/06/2024 15:13,25/06/2024 15:11,kur04,25/06/2024 15:22,N/A
7d6d455c-b9f7-4257-8999-2ae5671ec1ac,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah0I38GH33,25/06/2024 11:04,25/06/2024 11:03,jah49,25/06/2024 15:22,N/A
5dfa7e7e-645e-4658-bb89-eca6a689563c,Married,Kano,Spouse_to_household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurOIUUNY38,25/06/2024 15:15,25/06/2024 15:13,kur04,25/06/2024 15:22,N/A
498da7c2-9f65-4912-bf9c-094f108fdadf,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahIEKJKP37,25/06/2024 11:05,25/06/2024 11:04,jah49,25/06/2024 15:22,N/A
13d9366e-4064-40a0-941f-5bde7626cf16,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurIFLS5W31,25/06/2024 15:18,25/06/2024 15:15,kur04,25/06/2024 15:22,N/A
7c97e304-32cd-4e4a-a669-8304a1009226,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahJAN9QK23,25/06/2024 11:06,25/06/2024 11:05,jah49,25/06/2024 15:22,N/A
fe49430e-9f14-4260-a262-0a99538c1712,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahCG1UK824,25/06/2024 11:07,25/06/2024 11:07,jah49,25/06/2024 15:22,N/A
6426d092-e651-4bd2-a937-d918d3e10b06,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,KurM9VYLN44,25/06/2024 15:20,25/06/2024 15:18,kur04,25/06/2024 15:22,N/A
a2b28ed5-5ab7-408f-9021-1f23e8fa806b,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahX89ZBR34,25/06/2024 11:09,25/06/2024 11:08,jah49,25/06/2024 15:22,N/A
05e7568b-314c-4e87-a32a-c822436ddc10,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahM4BC5B45,25/06/2024 11:10,25/06/2024 11:09,jah49,25/06/2024 15:22,N/A
2caea28e-a23f-4d81-b5b3-06e1db4ae865,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahS3LUYC57,25/06/2024 11:12,25/06/2024 11:10,jah49,25/06/2024 15:22,N/A
7e4e9e20-c8d6-4033-8404-6173c2d1adc3,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahVMG8QY34,25/06/2024 11:18,25/06/2024 11:17,jah49,25/06/2024 15:22,N/A
de0bdc08-834a-4cd5-b646-90ced1a7ddd7,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah92TGFB42,25/06/2024 11:19,25/06/2024 11:18,jah49,25/06/2024 15:22,N/A
c01970c1-b814-4bc3-b9c4-825452ae9df1,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahHU7MGC51,25/06/2024 11:20,25/06/2024 11:19,jah49,25/06/2024 15:22,N/A
8705cfc3-ed71-4909-bc6a-14f85c5ffb59,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahLH9DQS01,25/06/2024 11:21,25/06/2024 11:20,jah49,25/06/2024 15:22,N/A
f376c1bc-cdd4-41bc-b2ca-0e282cee66d4,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah2K0MJS13,25/06/2024 11:22,25/06/2024 11:21,jah49,25/06/2024 15:22,N/A
7df61aa6-8c0b-4205-9701-52e01d63af07,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahNH12UE18,25/06/2024 11:23,25/06/2024 11:22,jah49,25/06/2024 15:22,N/A
dccc6065-df37-405f-a82f-d3cf14070b66,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,Persons with disability,JahBZGM7221,25/06/2024 11:25,25/06/2024 11:23,jah49,25/06/2024 15:22,N/A
bb0ee289-fb05-4a7c-ae94-2036d8d9fc94,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahT48A2B33,25/06/2024 11:26,25/06/2024 11:25,jah49,25/06/2024 15:22,N/A
a074dd4a-14be-4390-92c1-a36f15780c90,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahPQJJAM37,25/06/2024 11:27,25/06/2024 11:26,jah49,25/06/2024 15:22,N/A
65613b9d-1781-4b8d-b838-6c5e1770ad16,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahQ4F70I41,25/06/2024 11:28,25/06/2024 11:27,jah49,25/06/2024 15:22,N/A
fba1184e-e954-4a38-9364-9ff061de15ab,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahLLESCP47,25/06/2024 11:29,25/06/2024 11:28,jah49,25/06/2024 15:22,N/A
ddfa11fa-1b86-44ef-876a-9c7c46a9b08a,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah01YU9J48,25/06/2024 11:30,25/06/2024 11:29,jah49,25/06/2024 15:22,N/A
ddc48158-c149-48d1-9d05-a55d3cc013a7,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah9LZYP453,25/06/2024 11:31,25/06/2024 11:30,jah49,25/06/2024 15:23,N/A
b2427923-f499-4792-bfb2-f263b0468648,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahUQ0JBZ02,25/06/2024 11:32,25/06/2024 11:31,jah49,25/06/2024 15:23,N/A
d4bc987b-6c31-411f-bcb6-e8a857e9a296,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahXG47PE24,25/06/2024 11:33,25/06/2024 11:32,jah49,25/06/2024 15:23,N/A
5dd8db54-43c5-491b-9269-811dd6837edd,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahKSOD8M25,25/06/2024 11:34,25/06/2024 11:34,jah49,25/06/2024 15:23,N/A
df86bd4f-aeeb-4d30-9fd6-d6c890e3ecef,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahTNBFWG30,25/06/2024 11:36,25/06/2024 11:35,jah49,25/06/2024 15:23,N/A
ca266c95-699a-4930-b883-f6a029711098,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahJIUUPS37,25/06/2024 11:37,25/06/2024 11:36,jah49,25/06/2024 15:23,N/A
5201a0fc-25cb-4087-a300-2739d555d667,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahF85YL337,25/06/2024 11:38,25/06/2024 11:37,jah49,25/06/2024 15:23,N/A
8fa32093-3f86-4959-8da2-0adf6bf3a7b9,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahT6GS0B37,25/06/2024 11:39,25/06/2024 11:38,jah49,25/06/2024 15:23,N/A
e6eac627-4a2a-4216-9a47-d2ed071d0146,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahD2JRFG48,25/06/2024 11:40,25/06/2024 11:39,jah49,25/06/2024 15:23,N/A
f1176ba3-0354-4470-ac74-ed6ad2fb52e0,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahOXHPS951,25/06/2024 11:41,25/06/2024 11:40,jah49,25/06/2024 15:23,N/A
787cb9ca-2f09-4fae-9c32-4087033ee203,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahXPME9C04,25/06/2024 11:42,25/06/2024 11:41,jah49,25/06/2024 15:23,N/A
a959c322-6656-4967-b5e9-d9ba25af4409,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahX01ROC24,25/06/2024 11:43,25/06/2024 11:42,jah49,25/06/2024 15:23,N/A
f9923e5d-f347-49fd-b179-3693c607df65,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahYR0SO828,25/06/2024 11:45,25/06/2024 11:44,jah49,25/06/2024 15:23,N/A
6fdc2b83-6276-4733-89f8-ee5e29be6d35,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahSI7TB343,25/06/2024 11:46,25/06/2024 11:45,jah49,25/06/2024 15:23,N/A
6fe26514-e0f4-41f6-9d3e-f15db9982a62,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahVREYT104,25/06/2024 11:48,25/06/2024 11:46,jah49,25/06/2024 15:23,N/A
bc9ec77a-336f-45f4-8457-a1866b3f3abd,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah21U1L710,25/06/2024 11:49,25/06/2024 11:48,jah49,25/06/2024 15:23,N/A
31d0b2d3-9783-4090-af8d-0f2b23092495,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahK8302335,25/06/2024 11:51,25/06/2024 11:50,jah49,25/06/2024 15:23,N/A
ec2fd4a5-e7bd-49e9-9190-c86530fe9027,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahZVH8MJ43,25/06/2024 12:39,25/06/2024 12:35,jah49,25/06/2024 15:23,N/A
d6fa90e9-7dc4-42a1-b009-3277eecad52e,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahZ22BRN00,25/06/2024 12:41,25/06/2024 12:39,jah49,25/06/2024 15:23,N/A
aef632e4-ef61-4ada-9e0d-10e14e3acd6b,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah9LCS1T14,25/06/2024 13:48,25/06/2024 12:51,jah49,25/06/2024 15:23,N/A
8b0232c8-2006-4f43-811e-10a2db1b8701,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahIKYMBE34,25/06/2024 13:50,25/06/2024 13:49,jah49,25/06/2024 15:23,N/A
d51027e0-d69d-4db1-8d81-9f56a8f75e3b,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahDYX8KO53,25/06/2024 13:51,25/06/2024 13:50,jah49,25/06/2024 15:23,N/A
67d48c09-eec4-43b1-b198-cb52479590ed,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahEFHW8801,25/06/2024 13:54,25/06/2024 13:51,jah49,25/06/2024 15:23,N/A
b5c7c06e-1a08-4ade-9c0c-d06caa2d8d83,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah5O1R2M46,25/06/2024 13:55,25/06/2024 13:54,jah49,25/06/2024 15:23,N/A
d0da8122-6b25-4c32-9ec5-71021ec1e6d9,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahK7DTI525,25/06/2024 13:57,25/06/2024 13:55,jah49,25/06/2024 15:23,N/A
2b795bcd-4e29-4334-ba56-a9888ff6e5d2,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahEKDWXC50,25/06/2024 13:58,25/06/2024 13:57,jah49,25/06/2024 15:23,N/A
5ca75644-b015-4400-8d6e-7d2d78923c46,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahPOPQ2Y03,25/06/2024 13:59,25/06/2024 13:58,jah49,25/06/2024 15:23,N/A
70285ca6-f01e-4c39-bb3d-671668d3fd27,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah34ZB7943,25/06/2024 14:01,25/06/2024 13:59,jah49,25/06/2024 15:23,N/A
11b43fd1-1ca0-43b9-b827-485b8c8e8ac5,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah5RIKLV58,25/06/2024 14:02,25/06/2024 14:01,jah49,25/06/2024 15:24,N/A
f8efe4cb-0b87-4003-82e0-d40acba6eec7,Single,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahKAW1G410,25/06/2024 14:04,25/06/2024 14:02,jah49,25/06/2024 15:24,N/A
0787e69a-be59-4f3f-a705-5a11ae14e6e8,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah5P88IB45,25/06/2024 14:05,25/06/2024 14:04,jah49,25/06/2024 15:24,N/A
41cd8adb-c9a4-4682-884d-98eb9f3f752b,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahKKACD606,25/06/2024 14:06,25/06/2024 14:05,jah49,25/06/2024 15:24,N/A
cf5aa3f3-bb10-4c78-8612-4cf22efe8701,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahGQT23L14,25/06/2024 14:07,25/06/2024 14:06,jah49,25/06/2024 15:24,N/A
697ffc8f-53b7-4469-a5a3-e9af24883bde,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahBZJ54K21,25/06/2024 14:08,25/06/2024 14:07,jah49,25/06/2024 15:24,N/A
1389654b-e911-4a43-b56a-636e8ca62615,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahPGOW9728,25/06/2024 14:10,25/06/2024 14:09,jah49,25/06/2024 15:24,N/A
cd950179-0cc2-457e-9c45-abb5cdc2e9e4,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah2JJE3Y30,25/06/2024 14:10,25/06/2024 14:10,jah49,25/06/2024 15:24,N/A
4a706f0f-569d-4144-a7c8-cc6d666dedaf,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah5J9RKA26,25/06/2024 14:12,25/06/2024 14:11,jah49,25/06/2024 15:24,N/A
2c1ca080-37fd-4ea3-87f7-c84912a1106a,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahEMQY4P52,25/06/2024 14:13,25/06/2024 14:12,jah49,25/06/2024 15:24,N/A
cafc52c8-a1ae-471f-9974-3b4a44a90665,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah6AOE8805,25/06/2024 14:14,25/06/2024 14:13,jah49,25/06/2024 15:24,N/A
8e014560-ba3a-44d6-9916-1aa982c56cff,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahDE95OV20,25/06/2024 14:15,25/06/2024 14:14,jah49,25/06/2024 15:24,N/A
51b58904-8eff-4929-9511-34a928b8194e,Married,Jigawa,Relative_to_household_head_or_spouse,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah9M7API20,25/06/2024 15:24,25/06/2024 15:22,jah66,25/06/2024 15:24,N/A
b0d250f9-a070-4f0c-acb9-04cf027bba36,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah5W0Z9K30,25/06/2024 14:17,25/06/2024 14:16,jah49,25/06/2024 15:24,N/A
32fc04d7-5709-47ff-a8b4-cd8d3676edc2,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahXJMT9V14,25/06/2024 14:18,25/06/2024 14:17,jah49,25/06/2024 15:24,N/A
d6873595-1f6c-4c44-930b-68b3a0778cb6,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahO8009624,25/06/2024 14:19,25/06/2024 14:19,jah49,25/06/2024 15:24,N/A
46838985-d8b4-4ea2-ad54-fb19fa84639c,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahBQ9L4L24,25/06/2024 14:21,25/06/2024 14:20,jah49,25/06/2024 15:24,N/A
32c7b20a-aa7c-4c85-b868-06a7144fdbec,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah9BIYNE00,25/06/2024 14:22,25/06/2024 14:21,jah49,25/06/2024 15:24,N/A
2c9fb665-e084-46e2-961b-94b30be2441d,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahEI5ONR13,25/06/2024 14:23,25/06/2024 14:22,jah49,25/06/2024 15:24,N/A
a567524e-b7a8-4e0c-91d2-ff44c89ac512,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah9VFSO516,25/06/2024 14:24,25/06/2024 14:23,jah49,25/06/2024 15:24,N/A
5206c820-4c83-42a2-8ac0-7c70595da401,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah47JEKB17,25/06/2024 14:25,25/06/2024 14:24,jah49,25/06/2024 15:24,N/A
