formid,State,6  Ongoing farm activity at the time of visit | None,6  Ongoing farm activity at the time of visit | Site_Selection,6  Ongoing farm activity at the time of visit | Land_Measurement,6  Ongoing farm activity at the time of visit | Land_Clearing,6  Ongoing farm activity at the time of visit | First_herbicide_application,6  Ongoing farm activity at the time of visit | Ploughing_Harrowing_Tilling,6  Ongoing farm activity at the time of visit | Preparation_of_Nursery_,6  Ongoing farm activity at the time of visit | Planting,6  Ongoing farm activity at the time of visit | Transplanting,6  Ongoing farm activity at the time of visit | Gap_control_(Replacement_of_un-germinated_plants),6  Ongoing farm activity at the time of visit | Mulching,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_1,6  Ongoing farm activity at the time of visit | NPK_Application,6  Ongoing farm activity at the time of visit | Application_of_Aflasafe,6  Ongoing farm activity at the time of visit | Application_of_Pesticide,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_2,6  Ongoing farm activity at the time of visit | Urea_Application,6  Ongoing farm activity at the time of visit | SSP_Application,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_3,6  Ongoing farm activity at the time of visit | Harvesting,6  Ongoing farm activity at the time of visit | Drying_(To_eradicate_moisture),6  Ongoing farm activity at the time of visit | Winnowing,6  Ongoing farm activity at the time of visit | Bagging,6  Ongoing farm activity at the time of visit | Storage,6  Ongoing farm activity at the time of visit | extra,7  Crop(s) planted | None,7  Crop(s) planted | Groundnut,7  Crop(s) planted | Maize,7  Crop(s) planted | Rice,7  Crop(s) planted | Sorghum,7  Crop(s) planted | extra,form/Implementing_partner,Cooperative_Unique_ID,Gender_of_cooperative_members,Age_of_cooperative_members,Nature_of_Cooperative_members,username,received_on
378ff910-d7bb-46f7-8b50-47494ba0559f,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,WOFAN,C-Kur020A813,Female,Youth,Production,kur328,26/10/2025 05:57
b1df9d1b-c9ab-4fe1-a362-ee21eb3450f5,Kano,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:57
f9f21a42-848c-4c34-9bc9-46c051cd48ee,Kano,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:57
fcd2eccf-a1d9-4ad1-8f30-7463d3c7a509,Kano,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:57
1b9b9379-dcbd-49b5-8f6d-1e87b361dc61,Kano,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:57
1fb0d394-06a6-4d7f-9d00-a3d8551c3315,Kano,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:57
aededc46-8d75-41a4-97f1-653a31f38324,Kano,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:57
31224972-31e9-477c-b0d0-02ce0f560c7d,Kano,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:57
ca483af9-8416-485e-bc85-55d04f7c4391,Kano,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:57
e70b6d91-50e1-42f8-b29f-eac9350ec437,Kano,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:57
154ddfa3-61aa-40d2-9ac8-6779b1f31389,Kano,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:58
5b752ad4-ff70-48fd-af1f-a90c3da8e6dc,Kano,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:58
721c0a33-9ed9-4e59-9c1a-4c67ab03d8d5,Kano,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:58
4ad85346-37ab-412b-baec-5d22a52d3a02,Kano,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:58
2487a058-d2ad-493f-af91-223692ec855d,Kano,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:58
74064a65-6dab-4845-ae95-8db355cf9015,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:58
40c3f5d6-3f88-4f99-bbcd-622401615327,Kano,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:58
bc29f003-ea4c-4d1d-aaef-155ee6c24478,Kano,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:58
547a93fe-689d-43e1-8359-1d39f32b1034,Kano,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:58
c297017a-9598-48ac-b50e-8b2946824c40,Kano,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:58
a6158779-5385-41d0-84e7-2838b398776d,Kano,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,WOFAN,C-KurHPEU317,Female,Youth,Production,kur328,26/10/2025 05:58
bdc6d3c2-6998-421c-9949-ca7012b0f16b,Bauchi,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,WOFAN,C-Bau0ICOR14,Female,Youth,Production,bau311,26/10/2025 05:58
22687f4e-2c5d-4564-b692-70d04f66f8c5,Bauchi,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-TafDA2HJ35,Female,Youth,Production/Processing,taf307,26/10/2025 05:59
36a21a75-8f39-47e4-9ca8-76da5ef0ee3d,Bauchi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-TafDA2HJ35,Female,Youth,Production/Processing,taf307,26/10/2025 05:59
01631658-ec1d-46bd-b37b-bdbf8ad2cac8,Bauchi,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-TafDA2HJ35,Female,Youth,Production/Processing,taf307,26/10/2025 05:59
0a051ad3-8e6e-45d6-97d7-85903d726ee6,Bauchi,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-TafDA2HJ35,Female,Youth,Production/Processing,taf307,26/10/2025 05:59
b8a32abb-e0e5-47fa-9b90-509852a8373c,Bauchi,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-TafDA2HJ35,Female,Youth,Production/Processing,taf307,26/10/2025 05:59
a9bfc718-94ae-41cc-a59c-cec88e305e67,Bauchi,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-TafDA2HJ35,Female,Youth,Production/Processing,taf307,26/10/2025 05:59
5338afd2-5b0c-47ed-a552-445c00dfaf47,Bauchi,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,WOFAN,C-Bau0ICOR14,Female,Youth,Production,bau311,26/10/2025 06:00
031c7708-52b7-4dc5-863d-9db402424be8,Bauchi,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,WOFAN,C-Bau0ICOR14,Female,Youth,Production,bau311,26/10/2025 06:03
23d6d7ff-c67e-4e09-8275-266c6f06f444,Nasarawa,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,1,,,,PVNL,C-Nas2BG9L41,Male,Youth,Production,nas307,26/10/2025 06:03
d427166c-45b1-4793-a354-b9e1b8fa8a08,Nasarawa,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,,,,PVNL,C-NasNFD1O35,Female,Youth,Production/Processing,nas307,26/10/2025 06:03
9b26ce3e-d35a-4e6a-8fe5-4771cc87d171,Nasarawa,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,PVNL,C-NasNFD1O35,Female,Youth,Production/Processing,nas307,26/10/2025 06:03
5fe14ca3-fccc-479b-80a1-12e9af89256a,Nasarawa,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,,,,PVNL,C-NasQ3LRT19,Female,Youth,Production/Processing,nas307,26/10/2025 06:03
5c5ae340-5d53-4860-989d-d8085e258b54,Nasarawa,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,1,,,,PVNL,C-NasWJ2M812,Female,Youth,Production/Processing,nas307,26/10/2025 06:03
3a78e50d-7979-4d15-8dc0-35231452cf0d,Kano,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,WOFAN,C-KurD2L9L43,Female,Youth,Production,kur321,26/10/2025 06:03
59a6b7ca-50af-4e54-82a2-8b3bd592118a,Kano,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,WOFAN,C-KurD2L9L43,Female,Youth,Production,kur321,26/10/2025 06:03
4b9f3476-7e94-4ef2-b2fd-3e1dd9264de5,Bauchi,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,WOFAN,C-AlkWQ6E654,Female,Youth,Production/Processing,alk301,26/10/2025 06:03
1f68d0f4-f633-4473-8747-347960d4a29e,Kano,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,WOFAN,C-KurD2L9L43,Female,Youth,Production,kur321,26/10/2025 06:03
91d8a079-9e8d-4a44-ad13-de4343f3d61d,Kano,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,WOFAN,C-KurD2L9L43,Female,Youth,Production,kur321,26/10/2025 06:03
f9fdd13c-24fc-462f-942c-9c194aff6238,Kano,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,WOFAN,C-KurD2L9L43,Female,Youth,Production,kur321,26/10/2025 06:03
393a398d-b781-4c5c-bf7e-0a081d3904c1,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,WOFAN,C-KurD2L9L43,Female,Youth,Production,kur321,26/10/2025 06:03
ba27387a-12f6-49cc-9726-a19d8ae42330,Kano,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,WOFAN,C-KurD2L9L43,Female,Youth,Production,kur321,26/10/2025 06:04
f9b00488-3da3-456d-bc3c-77a5a55f4bb1,Kano,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,WOFAN,C-KurD2L9L43,Female,Youth,Production,kur321,26/10/2025 06:04
288cc9cd-8d68-4386-9c42-0b367561b6de,Kano,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,WOFAN,C-KurD2L9L43,Female,Youth,Production,kur321,26/10/2025 06:04
a9f46f58-2668-4761-9a51-8269aa7bfcaf,Kano,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,WOFAN,C-KurD2L9L43,Female,Youth,Production,kur321,26/10/2025 06:04
f3150856-7373-4ac9-be4b-fe23b3830543,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Kag90GL119,Female,Youth,Production/Processing,kag304,26/10/2025 06:06
a457be0d-2672-45fc-921f-827831fe7b50,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-KagWEHYE15,Female,Youth,Production/Processing,kag304,26/10/2025 06:06
e22fe6c0-1445-45cc-9b7a-c1ae5d3bb729,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-KagPHSQ851,Female,Youth,Production/Processing,kag304,26/10/2025 06:06
b0494752-e2ca-409c-8742-cceef81952ba,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-KagQATVW52,Female,Youth,Production/Processing,kag304,26/10/2025 06:06
437592a8-e5a8-4f06-93e8-d5e051e4dcf9,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-KagD4X1O22,Female,Youth,Production/Processing,kag304,26/10/2025 06:06
6df179e6-4476-44c5-a6df-a3f5d8080f2d,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-KagNAF7A48,Female,Youth,Production/Processing,kag304,26/10/2025 06:06
eefb7f8b-14b2-4888-b5a6-63ba4a6cd051,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-KagKE7CY22,Male,Youth,Production,kag304,26/10/2025 06:07
454860a8-6513-4a76-856a-65c544c78036,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-KagDI7VV11,Female,Youth,Production/Processing,kag304,26/10/2025 06:07
a43f8add-a854-4c4b-a44a-adecec994bd6,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Kag5PVOB02,Female,Youth,Production/Processing,kag304,26/10/2025 06:07
ebaf91ff-8ca5-471e-89b3-d8b4ecfa18bb,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-KagHVXMS34,Male,Youth,Production,kag304,26/10/2025 06:07
a968a851-d8ce-4398-a7a5-52bcd5bc2831,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Kag6W46345,Male,Youth,Production,kag304,26/10/2025 06:07
35a11f3e-f6c5-4e22-9025-bf773362ec39,Kano,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:07
59e5f928-0a8f-42ce-9162-6bf9167eb2f5,Jigawa,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:07
a9de54ff-e6f3-41ae-86a6-0e2739c769c8,Jigawa,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:07
8c9c93d5-d35f-448f-9c6f-b2cfd7efce18,Kano,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:07
5898d131-3d35-441a-b95a-630d77c1b51a,Jigawa,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:07
253a93b8-dbd0-429c-aa16-206db33e85fd,Kano,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:07
a1e6f7f7-1db1-49c5-b085-aab676f7a891,Jigawa,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:07
691af474-e0f6-4c5e-a619-27833fd22d4b,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
57c4e52f-39a7-443c-8230-271e8bbf6573,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:08
36589a3e-1dff-4b11-989e-1bdab6997ce8,Kano,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
b92ce836-13a5-4c36-8072-d24336525fc7,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:08
1a709df4-8a40-4e76-943e-7b0360a29953,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:08
db207979-0143-4711-a362-7aae6af432b4,Kano,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
9a0b4aea-618b-4436-a527-810b6abae231,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:08
0fc0b23f-ddb7-47da-bd24-f09afc82ba81,Kano,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
ac24e6cb-07a8-44bd-83a9-d2fbc9287a2e,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:08
9ff016a3-1d86-460e-b9a6-cda4f6c569df,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:08
92f144b2-b646-45ef-bbea-1dfed0ea3280,Kano,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
42dc1700-d498-4328-9ecb-8917b0a506e1,Kano,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
35183feb-37ac-4a98-a7a6-a05b6913b595,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:08
97adde04-d84f-4608-b2dd-c7a5241b2cc4,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:08
61e501d5-ff02-4988-900c-d4c46f748d43,Kano,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
464d5eb3-db97-4d0a-a480-f05828be6c57,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:08
e9af76be-329b-4965-b822-ac21390a85b1,Bauchi,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,WOFAN,C-AlkWQ6E654,Female,Youth,Production/Processing,alk301,26/10/2025 06:08
6b278a67-8cbc-4f6c-b8b7-cc0d18234994,Kano,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
a5a3f64a-3e16-4c8b-949b-a2d09531d5b1,Jigawa,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:08
bf83e3bc-ebe4-4440-af42-bad163073e96,Kano,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
250f9267-f0c5-4784-b214-4c4e6a12ff24,Jigawa,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:08
79334795-7bd2-4d88-8ef3-c8bcef1ff30d,Kano,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
fb45fb91-4ef9-407b-8dce-002c83d96858,Jigawa,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,WOFAN,C-JahUK1FC01,Female,Youth,Production,jah334,26/10/2025 06:08
08b4147f-f149-46dc-ab2d-087ba40f0545,Kano,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
accf3921-7dee-4a64-8404-09af13ac2c3d,Kano,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
0606e03a-67cd-4b22-a826-088583d1d6dd,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
7cb3d907-6ec0-46da-ae33-444c5abe9f1c,Kano,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
52ab1076-73dd-46b4-8461-c47ddae11b48,Kano,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
aa1e4e9e-1dd9-4730-96d6-b1cae6c2eac1,Kano,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
e2a72d0a-88d2-4e76-8fac-aee54e3346b3,Kano,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
26e3eeb4-d35d-475e-9b80-0b496dd974dd,Kano,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
046108e8-d3c8-4016-ba8c-cd76a4a825bf,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,WOFAN,C-KurH7DN234,Female,Youth,Production/Processing,kur324,26/10/2025 06:08
599061a6-d20c-40a1-947d-262c064433cd,Kano,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-BebCFBT027,Male,Youth,Production/Processing,tun302,26/10/2025 06:10
3765d5a2-a9ab-44bb-a812-b71a7953c8a5,Bauchi,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,WOFAN,C-Bau0ICOR14,Female,Youth,Production,bau311,26/10/2025 06:10
3e991557-8681-4dfb-8ae9-29a8302ce542,Kano,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,WOFAN,C-BebCFBT027,Male,Youth,Production/Processing,tun302,26/10/2025 06:10
2e0cb099-0622-4b5a-80ca-de1123d40bb9,Kano,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,WOFAN,C-BebCFBT027,Male,Youth,Production/Processing,tun302,26/10/2025 06:10
fc092ccd-cc65-4ca1-ba21-e725cd84ce17,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,WOFAN,C-BebCFBT027,Male,Youth,Production/Processing,tun302,26/10/2025 06:10
06d35eac-4e18-4da6-837e-3cb360c17ff4,Kano,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,WOFAN,C-BebCFBT027,Male,Youth,Production/Processing,tun302,26/10/2025 06:10
fb425052-1de0-407f-b298-d97ee24f24b2,Kano,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,WOFAN,C-BebCFBT027,Male,Youth,Production/Processing,tun302,26/10/2025 06:10
6109d6a1-1bb7-4217-a00b-2a372ba44322,Kano,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,WOFAN,C-BebCFBT027,Male,Youth,Production/Processing,tun302,26/10/2025 06:10
4e9f098c-6ba3-4132-ab3c-24e4a33911c6,Kano,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,WOFAN,C-BebCFBT027,Male,Youth,Production/Processing,tun302,26/10/2025 06:10
dbce9859-26cf-4cdd-bf73-d1ed458f7478,Kano,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,WOFAN,C-BebCFBT027,Male,Youth,Production/Processing,tun302,26/10/2025 06:11
13e0ecf2-94c6-41a4-8b57-a01988901070,Kano,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,WOFAN,C-BebCFBT027,Male,Youth,Production/Processing,tun302,26/10/2025 06:11
e1f376ae-289a-44dd-8d75-56d299fd9f17,Kano,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,WOFAN,C-BebCFBT027,Male,Youth,Production/Processing,tun302,26/10/2025 06:11
6c44cc99-cb7c-4961-9394-4d58691d0fa5,Kano,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,WOFAN,C-BebITF0W16,Female,Youth,Production/Processing,tun302,26/10/2025 06:11
a8d03d52-eab1-408b-8051-d231109caf12,Kano,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,WOFAN,C-BebITF0W16,Female,Youth,Production/Processing,tun302,26/10/2025 06:11
47c4a3ae-d3f1-44c3-88c6-4791a7c327a5,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,WOFAN,C-BebITF0W16,Female,Youth,Production/Processing,tun302,26/10/2025 06:11
5ad2d4ab-4d06-43fd-bc90-8bc654652f4b,Bauchi,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,WOFAN,C-Bau0ICOR14,Female,Youth,Production,bau311,26/10/2025 06:13
e8ab5f64-d92d-4d13-b743-1251f99e0407,Gombe,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,WOFAN,C-Akk2V14659,Female,Youth,Production/Processing,akk302,26/10/2025 06:13
bf819f4b-3af5-47a3-a3fa-2c1dc33f5f66,Gombe,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,WOFAN,C-Akk2V14659,Female,Youth,Production/Processing,akk302,26/10/2025 06:13
9465d873-7453-445e-9dd2-14e8cf576362,Gombe,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,WOFAN,C-Akk2V14659,Female,Youth,Production/Processing,akk302,26/10/2025 06:13
090813e5-b888-4842-b4be-1f31bb5962c8,Gombe,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,WOFAN,C-Akk2V14659,Female,Youth,Production/Processing,akk302,26/10/2025 06:13
902f0656-502a-44fb-a015-9eb67fa01222,Kano,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,WOFAN,C-Beb2SOEE40,Male,Youth,Production/Processing,tun302,26/10/2025 06:13
ba5676f4-a817-44c9-8a34-a270ac02c50d,Kano,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,WOFAN,C-TudY3XJ338,Female,Youth,Production/Processing,tun317,26/10/2025 06:13
df8f8543-ccd6-493f-8ea7-f86dc9b1108d,Kano,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,WOFAN,C-TudV7WWR43,Female,Youth,Production/Processing,tun317,26/10/2025 06:13
