formid,1  Which of these products did the Community Partner receive?,3  How many bags of ____ did the Community Partner receive?,4  Which other item did they receive? | Food_Flasks,4  Which other item did they receive? | Plastic_containers_for_food,4  Which other item did they receive? | Mobile_work_station,4  Which other item did they receive? | Umbrella,4  Which other item did they receive? | None,4  Which other item did they receive? | extra,5 1  What Quantity of Food flask (Thermocool) did the community Partner Receive?,5 2  What Quantity of Plastic containers did the community Partner Receive?,5 3  What Quantity of Mobile work station did the community Partner Receive?,5 4  What Quantity of Umbrella did the community Partner Receive?,form/Case_Data/Coop_ID,form/Case_Data/State,received_on,form case case_id
5fcc5ddf-b0a0-423e-91fe-dccab31e4282,Rice,20.0,1,1,,1,,,1,1,---,1,Jah1QNL55,Jigawa,20/04/2025 06:42,1d9408c6-d5d2-4ca9-9b68-8f4f98e50ae5
95d47cdb-1c9a-4a89-a409-1c6f8b6dd91d,Rice,20.0,1,1,,1,,,1,1,---,1,Jah1QNL55,Jigawa,20/04/2025 06:42,1d9408c6-d5d2-4ca9-9b68-8f4f98e50ae5
e6cdcc7c-ac88-4c5c-8fe6-9ccfc800f151,Rice,20.0,1,1,,1,,,1,1,---,1,Jah3CWN07,Jigawa,20/04/2025 06:43,4b0cdb48-8aa3-4b0d-97e5-e800b9dfd68b
15cf01fb-97ef-41a5-8d90-e381a6e9145b,Rice,20.0,1,1,,1,,,1,1,---,1,Jah3CWN07,Jigawa,20/04/2025 06:44,4b0cdb48-8aa3-4b0d-97e5-e800b9dfd68b
2bc2b384-4581-4e71-a9ea-a040ebe08eb8,Rice,20.0,1,1,,1,,,1,1,---,1,Jah81KB23,Jigawa,20/04/2025 06:47,39e1d38f-a649-48d2-92d4-be50ff42af89
0b2c73f6-46e5-4f9f-b62c-29e3c36e4940,Rice,20.0,1,1,,1,,,1,1,---,1,JahIZGF00,Jigawa,20/04/2025 06:47,5a67b5a6-9aff-47ea-814a-07cdc255e778
39b837ef-4d47-4640-8832-1c11b950b1c5,Rice,20.0,1,1,,1,,,1,1,---,1,JahHBMI06,Jigawa,20/04/2025 06:48,847563ce-8f93-49e3-995d-526e378d7e3e
a2062474-9cf9-49c8-8fbb-ffd508212ffa,Rice,20.0,1,1,,1,,,1,1,---,1,Jah81KB23,Jigawa,20/04/2025 06:48,39e1d38f-a649-48d2-92d4-be50ff42af89
bbe43998-2461-4810-aa86-b74874380974,Rice,20.0,1,1,,1,,,1,1,---,1,Jah3NVE55,Jigawa,20/04/2025 06:49,6be05516-d47b-41e2-9337-502ee017b324
d4e728d3-bd43-4829-84bb-5cfc622c7138,Rice,20.0,1,1,,1,,,1,1,---,1,Jah3NVE55,Jigawa,20/04/2025 06:50,6be05516-d47b-41e2-9337-502ee017b324
1c7b0d26-c2d0-463e-802d-09b84e6be783,Rice,20.0,1,1,,1,,,1,1,---,1,JahQEVW04,Jigawa,20/04/2025 06:51,1f5c2ec7-ddf8-4b2c-a785-213dedd02156
6c92b712-62c7-47cc-aec5-b5304ff32fe8,Pastry_flour,6.0,,,,1,,,---,---,---,6,Jah44IA05,Jigawa,20/04/2025 06:56,2f74301c-b729-4489-97d3-90a68cd8d8f4
bdff16f2-2e35-42cb-ae5b-5026ca629e3d,Others,3.0,,,,1,,,---,---,---,6,JahHFW042,Jigawa,20/04/2025 06:57,b3ad8f59-6426-44d6-b829-8fc6ff99254b
21034139-359b-4b53-b39d-85d9507fe03b,Soya_Bean,3.0,,,1,1,,,---,---,5,6,JahJR0N46,Jigawa,20/04/2025 06:59,6104f491-ca50-4b93-bf5a-49e89ac590eb
c15371eb-29ab-4b59-b91a-a344bd50f4b0,Soya_Bean,2.0,1,,,,,,4,---,---,---,JahZE6500,Jigawa,20/04/2025 06:59,d809afa7-339d-4fb8-b717-05986273df2d
2d4a2bc5-853d-46dc-8e7f-cdb1f7148567,Others,6.0,,,,1,,,---,---,---,5,JahG4KZ33,Jigawa,20/04/2025 07:02,bc81d5b0-a340-4a79-943d-7fac7d819384
d050d9c8-e89c-4636-99f6-ce2c540e1c6d,Rice,3.25,1,,,1,,,1,---,---,0,SabHWRB18,Kaduna,20/04/2025 07:08,0dc7362d-ae08-4390-86bd-9754c8b0eb77
b3d2b1e3-12ef-4d02-a76a-32af121d48a4,Rice,3.25,1,,,1,,,1,---,---,1,SabYQQ350,Kaduna,20/04/2025 07:08,38b906f2-f59b-469a-a1d9-15c0810c69ea
28a88fd2-db71-4ae7-86b8-bc8a113c2dd5,Rice,3.25,1,,,1,,,1,---,---,1,SabH9OV35,Kaduna,20/04/2025 07:09,23cf7e9f-211f-41c8-b01f-b13fecd3d00e
c1b8c811-e9c7-44ac-b6d8-cb1f4b023afa,Rice,3.25,1,,,1,,,1,---,---,1,SabD8EX31,Kaduna,20/04/2025 07:09,1446a3fd-7b79-4d02-b4cd-4ba863c25d3a
2ffcbaa6-a3d6-4a89-9c91-c4749f546281,Rice,3.25,1,,,1,,,1,---,---,1,SabBQ9704,Kaduna,20/04/2025 07:09,ca4afbed-1321-4e36-bc5c-5d6760ed8974
63e6da91-8608-4324-a072-0c1a3b67784a,Rice,20.0,1,1,,1,,,1,1,---,1,DutUOSM36,Jigawa,20/04/2025 07:12,db3ffc10-f500-4a21-b566-9b59d4dc4ebc
e1c8a534-19a0-40e7-914b-9bd51355c3f0,Rice,20.0,1,1,,1,,,1,1,---,1,JahEIVY57,Jigawa,20/04/2025 07:13,cf809b52-7fb7-4c55-8b67-d9d00677414c
77b3dee5-47bc-4e9e-9fb3-96c2fcb4657b,Rice,30.0,,,,,1,,---,---,---,---,Jem0I6H15,Kaduna,20/04/2025 07:37,394f762d-05de-4e32-88c4-21b1cb20c11a
b62464ff-c6cc-4d37-94dd-1c8985cdbf4f,Rice,30.0,,,,,1,,---,---,---,---,Jem2NFY09,Kaduna,20/04/2025 07:37,1436b10e-a159-403a-808f-d3e604589a13
86001f2b-7d73-4509-aae6-667dcc0143a7,Rice,30.0,,,,,1,,---,---,---,---,Jem5NUV24,Kaduna,20/04/2025 07:37,05bfec41-be97-4e73-a480-42e9429db22c
28221532-b797-4c33-a09e-03755ef5a4c8,Rice,50.0,1,1,1,1,,,10,10,10,30,RinXO3R40,Jigawa,20/04/2025 07:44,fa711a99-9f24-431e-9752-5d5d24ef0961
6969c107-b85e-48a1-bf4b-e82011917a2e,Rice,50.0,1,1,1,1,,,10,10,10,30,RinSWKT21,Jigawa,20/04/2025 07:45,f36135ad-c0a6-4ca7-b7ec-c9ff28dcbb03
2512cbf1-5024-4cb9-bd91-4946bb5854be,Rice,20.0,1,1,,1,,,1,1,---,1,Jah3H9226,Jigawa,20/04/2025 07:53,e9fc6804-7d9e-4d36-b6f2-3ac0d31100b5
cb59acc5-58f8-4df5-9741-1c6cd6e26826,Rice,20.0,1,1,,1,,,1,1,---,1,Jah1QNL55,Jigawa,20/04/2025 07:54,1d9408c6-d5d2-4ca9-9b68-8f4f98e50ae5
49be6a13-d4c1-4a83-bae5-901552ee073f,Rice,20.0,1,1,,1,,,1,1,---,1,JahHNWP15,Jigawa,20/04/2025 07:55,55845eed-f4ab-43c0-b40a-22dbfbdd3858
10aba5cf-e686-49a6-8740-9b05002c166d,Rice,20.0,1,1,,1,,,1,1,---,1,Jah3NVE55,Jigawa,20/04/2025 07:56,6be05516-d47b-41e2-9337-502ee017b324
f28c3b8d-a938-448e-aaf3-88bd924eedba,Rice,20.0,1,1,,1,,,1,1,---,1,Jah3H9226,Jigawa,20/04/2025 07:56,e9fc6804-7d9e-4d36-b6f2-3ac0d31100b5
f75b45c9-b820-4b43-910a-8e706d4b46bd,Rice,20.0,1,1,,1,,,1,1,---,1,Jah3NVE55,Jigawa,20/04/2025 07:57,6be05516-d47b-41e2-9337-502ee017b324
14408502-7a7b-4cd7-942c-ec9f2a03de04,Rice,5.0,,,,,1,,---,---,---,---,MarPUAK37,Benue,20/04/2025 08:00,5aa24d67-2827-4eea-8d02-899228c349f3
87c2aee5-ccc4-4425-8e1b-1763aedff9cc,Rice,20.0,1,1,,1,,,1,1,---,1,JahZH0102,Jigawa,20/04/2025 08:01,fdb49bd3-422f-4bc1-9de2-de8f22643208
3fe0a8ff-b380-43d7-abb3-47fbcebef0ef,Rice,20.0,1,1,,1,,,1,1,---,1,JahRUJA48,Jigawa,20/04/2025 08:02,e45b62ad-0064-4c43-81ae-c9c732a7215d
714c69f9-53a6-4a1b-9979-a165809f1acb,Rice,20.0,1,1,,1,,,1,1,---,1,JahHNWP15,Jigawa,20/04/2025 08:02,55845eed-f4ab-43c0-b40a-22dbfbdd3858
55449f04-cda2-4e13-ba65-71ef478405c3,Rice,20.0,1,1,,1,,,1,1,---,1,JahG7DG47,Jigawa,20/04/2025 08:05,9b565be8-5376-423e-92a2-b71ae539baf6
819ad37c-bf37-4f5b-97de-3908b02d4a06,Rice,20.0,1,1,,1,,,1,1,---,1,DutUOSM36,Jigawa,20/04/2025 08:05,db3ffc10-f500-4a21-b566-9b59d4dc4ebc
2e1f99a2-4169-491f-9c2a-a558dff9f69e,Rice,50.0,1,1,1,1,,,10,10,10,30,RinSPA701,Jigawa,20/04/2025 08:06,7b48d9f8-a7d7-44e4-b714-4b164ff6506d
885e15e4-9ecf-4138-8f60-615730e1a6a0,Rice,50.0,1,1,1,1,,,10,10,10,30,RinMF9Q33,Jigawa,20/04/2025 08:06,d8c17fe9-b8df-4f3b-92a1-34b7ae9b5d12
e3356746-7448-4bd5-ae29-0fc18651a37c,Rice,50.0,1,1,1,1,,,10,10,10,30,Rin3NGX33,Jigawa,20/04/2025 08:06,9a205bef-07d6-4c82-9529-2449ae17864d
4972269f-fdad-40d6-be31-3c8863cfca75,Rice,50.0,1,1,1,1,,,10,10,10,30,Rin3NGX33,Jigawa,20/04/2025 08:06,9a205bef-07d6-4c82-9529-2449ae17864d
dc85ca2b-251e-4dbc-b838-135a9a22f8c1,Rice,50.0,1,1,1,1,,,10,10,10,30,Rin44VO02,Jigawa,20/04/2025 08:06,f71bb30f-46dd-468d-a62a-3b400f3e63bc
a1443415-0903-4524-a24d-30477a89fd88,Rice,50.0,1,1,1,1,,,10,10,10,30,Rin7LTD26,Jigawa,20/04/2025 08:06,173b18cf-fc67-4d8c-a199-bc94a3799f85
860e4f66-76c7-41bf-ae07-76d9368608c7,Rice,50.0,1,1,1,1,,,10,10,10,30,Rin5X0216,Jigawa,20/04/2025 08:06,f33f9758-3fad-42ff-8ac5-7b8e467a8c62
14162f9e-ee4a-4bfd-8c6d-c0e7c64e45d6,Rice,50.0,1,1,1,1,,,10,10,10,30,RinLGED13,Jigawa,20/04/2025 08:06,c2c58a19-7ee5-4229-8bfd-c8e3f3c3f01e
6ccbbd62-f8e4-4b5e-92f1-3a93814d2d11,Rice,50.0,1,1,1,1,,,10,10,10,30,Rin9AY710,Jigawa,20/04/2025 08:06,9345932d-d896-44e6-8bc0-b4f124e28ec2
c4068442-0908-4bbf-8c8f-91adb241e470,Rice,50.0,1,1,1,1,,,10,10,10,30,RinGEJH14,Jigawa,20/04/2025 08:06,3be34677-3e40-4cbb-a0fa-e3b9787c1543
35749ebb-9dce-4efc-a5ba-af39b2022939,Rice,50.0,1,1,1,1,,,10,10,10,30,Rin3NGX33,Jigawa,20/04/2025 08:06,9a205bef-07d6-4c82-9529-2449ae17864d
386014d5-5892-4d6e-9dad-2e56bf9bf55e,Rice,20.0,1,1,,1,,,1,1,---,1,Jah8IPZ21,Jigawa,20/04/2025 08:06,dcbcd21b-5e9a-4fd7-aed5-434ff2640f02
ef0c4950-eb38-4296-84b0-075328e08a5b,Rice,20.0,1,1,,1,,,1,1,---,1,DutJ9T428,Jigawa,20/04/2025 08:07,3d89b69f-2f94-4c8f-8aa6-b2d942eb3218
b4e8e4bb-6a3e-45f5-bbe8-029a8579db95,Rice,3.0,,,,,1,,---,---,---,---,Tof5X1R36,Kano,20/04/2025 08:08,18c2c544-0cc9-451f-8390-432f448b60ea
aba426bf-2ad1-41fa-9669-b089dcf25899,Rice,20.0,1,1,,1,,,1,1,---,1,Jah1QNL55,Jigawa,20/04/2025 08:08,1d9408c6-d5d2-4ca9-9b68-8f4f98e50ae5
5d186db4-082f-4f94-bd61-13835b3f34e1,Rice,20.0,1,,,,,,1,---,---,---,Dut7WMB44,Jigawa,20/04/2025 08:08,cf17cd24-4bc4-4083-af1a-622a24168d7a
a320d0e3-b43e-41d2-b1c3-b6e3cafc916e,Rice,50.0,1,1,1,1,,,10,10,10,30,Rin4DG135,Jigawa,20/04/2025 08:12,55583c87-624a-4408-a69c-5ece2f468c91
3ba13e1a-9e56-415a-914a-0d5dd7eb3488,Rice,50.0,1,1,1,1,,,10,10,10,30,Rin5X0216,Jigawa,20/04/2025 08:12,f33f9758-3fad-42ff-8ac5-7b8e467a8c62
d552b9a9-4e16-42b6-9009-3dd4483449e7,Rice,50.0,1,1,1,1,,,10,10,10,30,RinGEJH14,Jigawa,20/04/2025 08:12,3be34677-3e40-4cbb-a0fa-e3b9787c1543
678b57f5-d542-4fd7-a3e5-6d778b282ae1,Rice,4.0,,,,,1,,---,---,---,---,Dom5QBI11,Nasarawa,20/04/2025 08:13,001d2a0a-3685-407c-95d5-29c28681fb1f
5a4dfd94-e0bc-4c2c-bb2b-52070a6ab7df,Rice,5.0,,,,,1,,---,---,---,---,MarR0JH38,Benue,20/04/2025 08:13,851113d2-644c-4127-a0b5-c55ccd0e53ea
17e27e53-3b0b-4832-8817-78cebe1846f7,Rice,5.0,,,,,1,,---,---,---,---,MarB52L41,Benue,20/04/2025 08:13,0d0a8dd2-4728-4c34-8f91-5864a6d8db9c
a061254c-5c4b-45dc-92a0-b773f121586c,Rice,5.0,,,,,1,,---,---,---,---,MarJW5O53,Benue,20/04/2025 08:13,b147f8b4-e7cc-4980-ba0c-b371c95aca6d
a79fb9af-5d62-43f1-ac20-631969b9727d,Rice,5.0,,,,,1,,---,---,---,---,MarSW4K09,Benue,20/04/2025 08:13,c16a4e58-e9be-4f0b-b601-94557ca1d965
64710a1b-af21-41fb-abff-ad5ff79f5718,Rice,5.0,,,,,1,,---,---,---,---,MarYBLF09,Benue,20/04/2025 08:13,eab7831d-83fb-4d40-a2bb-ad93acc66ae0
d1cd1a35-18da-4c18-897b-552bde42287c,Rice,5.0,,,,,1,,---,---,---,---,Mar6Z7P08,Benue,20/04/2025 08:13,769b24b4-d26b-4853-af92-1b6141669c62
0426993f-1fa6-4a81-ac4c-9d181b2142bb,Rice,5.0,,,,,1,,---,---,---,---,Mar97UG53,Benue,20/04/2025 08:13,0a355d96-7151-41af-a098-001cb805261b
382f8059-c5e3-4ea7-b7d8-183ba701e068,Rice,5.0,,,,,1,,---,---,---,---,MarI3HH07,Benue,20/04/2025 08:13,a83c94e1-b397-4569-8de9-e4dc6ccb3fbc
b56f9d25-4d39-47c1-b16f-99cb3158c80b,Rice,5.0,,,,,1,,---,---,---,---,MarTBDA01,Benue,20/04/2025 08:13,73b8018d-f38b-4af3-bea0-73c726510967
253a29a2-5d16-4df5-900f-53c442a5154a,Rice,5.0,,,,,1,,---,---,---,---,Mar8T3313,Benue,20/04/2025 08:13,f7a24646-f806-4184-9aa7-3504f6cc89f8
cfd389c8-6b1a-407c-9ddc-065a3387ff45,Rice,5.0,,,,,1,,---,---,---,---,MarBBQH46,Benue,20/04/2025 08:13,7170237d-a5dd-4440-95e5-94ab71c35b06
2701981c-2b2e-4b63-ba99-0b5ce00a033a,Rice,4.0,,,,,1,,---,---,---,---,Dom91YV37,Nasarawa,20/04/2025 08:13,4fa6d1b9-3d96-4a34-8c3e-6663c3e93d2c
7ccfadc5-9e17-4c9f-873d-b9de7391e1e0,Rice,20.0,1,1,,1,,,1,1,---,1,Dut7WMB44,Jigawa,20/04/2025 08:14,cf17cd24-4bc4-4083-af1a-622a24168d7a
1286dae7-8c6d-4f8e-83dc-848a141c57c3,Rice,4.0,,,,,1,,---,---,---,---,DomFSAL36,Nasarawa,20/04/2025 08:14,bba360a2-096d-445c-9169-4591865887bc
79c488be-220f-40dd-8506-c3b5b3b9cdc8,Rice,4.0,,,,,1,,---,---,---,---,DomHI3I19,Nasarawa,20/04/2025 08:15,aebe2bf1-e128-403d-a061-baa0705bb71c
2fd8bd2b-ca6d-4969-8486-230d8c9fc7bf,Rice,4.0,,,,,1,,---,---,---,---,DomKPWB41,Nasarawa,20/04/2025 08:17,22d80dfd-ab9a-46f0-b90e-89ccf2550934
dd4b0744-259c-4113-aa0a-27f4c5f8682c,Rice,4.0,,,,,1,,---,---,---,---,DomPG9H56,Nasarawa,20/04/2025 08:18,81fd83a3-5baf-4ecc-a0fa-2f90a5e1e23d
13bb9b29-acdf-406b-87b4-abf9ecee7c5f,Rice,4.0,,,,,1,,---,---,---,---,DomVVOA18,Nasarawa,20/04/2025 08:20,6d7c92fd-012f-408c-a1dd-9768622e9506
c0554057-27da-4e2d-b152-eff27aa85e5d,Rice,4.0,,,,,1,,---,---,---,---,DomIT6V46,Nasarawa,20/04/2025 08:22,a371ef0c-6fa0-47b3-acab-92c922321f77
18d50b4a-3660-470f-8982-17a31d85b5fc,Rice,4.0,,,,,1,,---,---,---,---,DomRGD453,Nasarawa,20/04/2025 08:25,de8ce47d-98a4-4f91-bfb4-24765d8ad5cd
2c6d2258-f990-4d34-914b-81b698a3478d,Rice,5.0,,,,1,,,---,---,---,4,Jah44IA05,Jigawa,20/04/2025 08:26,2f74301c-b729-4489-97d3-90a68cd8d8f4
0f97a70f-3b70-482a-953f-2c17c67f024b,Rice,4.0,,,,,1,,---,---,---,---,DomYF0C28,Nasarawa,20/04/2025 08:28,54b76900-68ec-4b10-ac37-edf6091433fa
f2bec437-0692-4d12-be17-44cfdc778539,Soya_Bean,10.0,,1,,1,,,---,10,---,1,JahF0UV15,Jigawa,20/04/2025 08:28,66bf05d7-62e5-4fd3-9007-316292ba758a
9276468c-24d0-49f2-842e-582a31038953,Rice,4.0,,,,,1,,---,---,---,---,DomZJB116,Nasarawa,20/04/2025 08:28,00eeb2c1-cacb-4df0-9401-3f65b290c505
33ecfad2-5774-4b47-bc49-549a4149f20f,Soya_Bean,6.0,,,,1,,,---,---,---,5,Jah9TF638,Jigawa,20/04/2025 08:29,e0b5109f-3923-4090-9a2f-776b74bce1c3
200d4c72-03e3-4f0e-9f8c-af4f23f956f1,Pastry_flour,8.0,,,,1,,,---,---,---,5,JahL6GH00,Jigawa,20/04/2025 08:30,1a2b4981-c366-46c6-aa3c-18b204141fd1
fe2cad8e-ed42-4230-960c-3b03451b89b5,Pastry_flour,6.0,,,,1,,,---,---,---,5,JahF0UV15,Jigawa,20/04/2025 08:31,66bf05d7-62e5-4fd3-9007-316292ba758a
bcd6ec48-b67e-4933-ac9d-5f10ce6205ee,Soya_Bean,6.0,,,,1,,,---,---,---,4,JahF0UV15,Jigawa,20/04/2025 08:32,66bf05d7-62e5-4fd3-9007-316292ba758a
883cc724-14b4-4079-8437-cab0829b19fb,Pastry_flour,6.0,,,,1,,,---,---,---,5,JahF0UV15,Jigawa,20/04/2025 08:33,66bf05d7-62e5-4fd3-9007-316292ba758a
2269b078-2032-4e9a-b77d-9a6071dee42d,Maize,1.0,,1,,,,,---,2,---,---,JahG4KZ33,Jigawa,20/04/2025 08:34,bc81d5b0-a340-4a79-943d-7fac7d819384
31830b20-fb31-4272-a22a-794371d8577a,Rice,4.0,,,,,1,,---,---,---,---,DomKPWB41,Nasarawa,20/04/2025 08:37,22d80dfd-ab9a-46f0-b90e-89ccf2550934
ef79ea46-61ed-4cf5-8550-6bbe27c91cb4,Rice,4.0,,,,,1,,---,---,---,---,DomVQ8W01,Nasarawa,20/04/2025 08:41,1ba2fa23-72bd-41a7-a0b7-56a0ef8b8e55
86997035-d7b5-401d-8f0d-f640418f206e,Maize,2.0,,1,,,,,---,5,---,---,JahF0UV15,Jigawa,20/04/2025 08:43,66bf05d7-62e5-4fd3-9007-316292ba758a
307d1091-e9f5-40f7-b154-60cb2a541c21,Maize,6.0,,,1,,,,---,---,5,---,JahF0UV15,Jigawa,20/04/2025 08:43,66bf05d7-62e5-4fd3-9007-316292ba758a
6ec52132-7557-482d-9da4-c04d09436d7c,Pastry_flour,5.0,,,,1,,,---,---,---,6,JahVEQK04,Jigawa,20/04/2025 08:58,d537cbc2-84a9-4d16-9151-c14397088587
9892a46f-a06d-4270-943a-36238c94c303,Beans,2.0,,,,1,,,---,---,---,5,Jah3Z4E45,Jigawa,20/04/2025 08:58,d07a836d-d3de-445a-9ca3-1e9fb7d12c76
fe1dde88-43c5-4d16-ad8d-b6fc2d76c419,Rice,3.0,,,,,1,,---,---,---,---,Tof0MGQ34,Kano,20/04/2025 09:05,c68a64d3-6efb-45c6-823f-20769c2db1fd
ac94ad4d-f763-4faf-9e78-78802bdc41f7,Rice,3.0,,,,,1,,---,---,---,---,Tof20FF20,Kano,20/04/2025 09:05,87e297e0-d1a6-49c1-bb67-2c3508e05277
77791e37-f46e-4dc4-8a62-7f49f8245abe,Rice,3.0,,,,,1,,---,---,---,---,TofHONZ56,Kano,20/04/2025 09:05,fce101fe-e95a-49e5-ac11-c03302bbf318
ec97bb6a-12d6-409b-ae97-ef4487788852,Rice,3.0,,,,,1,,---,---,---,---,TofGX8010,Kano,20/04/2025 09:05,ead6fe31-02c1-452d-9a01-a4014e6fdb52
212eb651-0f6c-4ef9-a1f7-bb53cd168c1d,Rice,3.0,,,,,1,,---,---,---,---,TofTTYJ11,Kano,20/04/2025 09:05,054debfb-8b4f-435e-a16e-03d099ac7218
43ebc88e-e570-4d4b-8ca8-123538c85840,Rice,3.0,,,,,1,,---,---,---,---,TofYETY45,Kano,20/04/2025 09:05,083233ec-4a80-4e71-ab59-961b94ba1c73
8c11259d-d840-4716-b289-7e8b6b26e23a,Rice,3.0,,,,,1,,---,---,---,---,TofZFND21,Kano,20/04/2025 09:05,41561608-33dc-42c8-b87d-e7790a6f9218
5fc18fc5-dd3e-4e5e-aeab-c4773537fc6b,Rice,3.0,,,,,1,,---,---,---,---,TofHONZ56,Kano,20/04/2025 09:05,fce101fe-e95a-49e5-ac11-c03302bbf318
d76bcace-1227-4ac8-bc2c-75beb68b91a3,Rice,20.0,1,1,1,,,,1,1,1,---,Dut7WMB44,Jigawa,20/04/2025 09:06,cf17cd24-4bc4-4083-af1a-622a24168d7a
9342a697-a7f4-4da2-ba03-7219ee1d0281,Rice,20.0,1,1,,1,,,1,1,---,1,DutJ9T428,Jigawa,20/04/2025 09:06,3d89b69f-2f94-4c8f-8aa6-b2d942eb3218
ed4cb899-9de3-4b03-8b44-025b39ada408,Rice,10.0,1,1,,,,,1,6,---,---,Jah4L0L57,Jigawa,20/04/2025 09:08,87588e79-ab83-414a-9ccd-b99d0105a557
14e288d1-27ef-46d7-a0cd-432c1f9e41a4,Rice,10.0,1,1,,,,,10,6,---,---,JahGG7702,Jigawa,20/04/2025 09:09,1124bf00-0577-4436-9c85-8a52831e0d66
d46be5eb-6a0b-401a-965b-31ddf97027f1,Rice,6.0,1,1,,,,,1,6,---,---,JahM4XB19,Jigawa,20/04/2025 09:12,f7053d76-d17b-4583-8f7c-9b992232645e
837656fe-62d6-4c17-a151-c04055713cbd,Rice,10.0,1,1,,,,,1,6,---,---,JahB29B58,Jigawa,20/04/2025 09:17,650da13d-33ba-40ff-bd52-e5b2c516ec84
694d1fa7-c148-45dc-bf16-e641b01317f5,Rice,6.0,1,1,,,,,6,6,---,---,JahJE5D43,Jigawa,20/04/2025 09:17,cf735fc4-d63f-4b8a-9544-467693ed9721
abef562f-e8e6-4017-b9b8-ea15ef17c5f0,Rice,6.0,1,1,,,,,6,6,---,---,JahH1K900,Jigawa,20/04/2025 09:18,02827328-03ca-4ca7-9476-8c304ac0a4f3
1b2e6c83-c7e6-4268-9ad0-6e1caf4cbc33,Rice,6.0,1,1,,,,,1,6,---,---,JahZXUI01,Jigawa,20/04/2025 09:22,fb686ceb-2bb6-4dcf-b87c-71c0c5bbfbd0
c582b89b-a040-4a90-b24a-ca5dcd7340b8,Rice,6.0,1,1,,,,,1,6,---,---,JahJE5D43,Jigawa,20/04/2025 09:23,cf735fc4-d63f-4b8a-9544-467693ed9721
942a8c03-de6a-4a49-b8c0-a7a04d3ce6b4,Rice,6.0,1,1,,,,,1,6,---,---,JahO9F014,Jigawa,20/04/2025 09:24,860e3f71-de40-4005-824d-a536b7cd15db
325e8d8c-0c42-4587-a376-f1a39a7b27ee,Rice,6.0,1,1,,,,,6,6,---,---,JahNEUQ54,Jigawa,20/04/2025 09:25,83888fb8-1ed4-4207-ab24-8b03a3296324
34f0d5ef-27dc-4519-a018-6669f59021ff,Rice,6.0,1,1,,,,,1,6,---,---,JahO9F014,Jigawa,20/04/2025 09:31,860e3f71-de40-4005-824d-a536b7cd15db
80ac61d1-fbff-407f-a642-f6c060cd5125,Rice,6.0,1,1,,,,,1,6,---,---,JahM4XB19,Jigawa,20/04/2025 09:35,f7053d76-d17b-4583-8f7c-9b992232645e
1b1ba039-a329-4704-8c4a-5a7ffd75a33a,Rice,20.0,1,1,,1,,,1,1,---,1,DutJ9T428,Jigawa,20/04/2025 09:36,3d89b69f-2f94-4c8f-8aa6-b2d942eb3218
131a3e2e-638e-43ca-b610-a82f91f4a6bb,Rice,20.0,1,1,,1,,,1,1,---,1,JahZH0102,Jigawa,20/04/2025 09:37,fdb49bd3-422f-4bc1-9de2-de8f22643208
d702baad-d083-4db7-93a5-f5ebdd9bc7c7,Rice,20.0,1,1,,1,,,1,1,---,1,JahX9FA20,Jigawa,20/04/2025 09:37,beea9d40-b0a3-41ba-b888-dc9608798bd7
b49aef22-bc0d-4500-8afc-210e7f74c757,Rice,6.0,1,1,,,,,1,6,---,---,JahQXCV38,Jigawa,20/04/2025 09:46,11f85d4c-f2f1-4f32-a4a1-828eabfaad30
7e49e968-877c-4923-a434-46e0ebdb8a3c,Rice,10.0,1,1,,,,,10,6,---,---,JahV7FP01,Jigawa,20/04/2025 09:48,f3966186-9a33-4f3f-b62f-8eb7fd51b2d5
faae9dfc-1b88-4bf3-b98e-2e1904fc7a58,Rice,6.0,1,1,,1,,,4,4,---,3,JahFLSK45,Jigawa,20/04/2025 09:49,0a5d78aa-1b92-4bc5-8f53-b335ae08f729
dd784ff2-368b-44b6-be59-370d5f66b571,Rice,6.0,1,1,,,,,6,6,---,---,JahZKKQ51,Jigawa,20/04/2025 09:49,2b7dbb7c-0d9c-4d7e-86a0-0dece3b77f69
184535f2-b208-4762-b572-cfcc95bdf168,Rice,6.0,1,1,,,,,1,6,---,---,JahJY1P23,Jigawa,20/04/2025 09:50,44830781-1722-4909-9ba0-4dca91f7d8fa
d3b906af-6e97-4dc8-87ce-7e5f7811930f,Rice,6.0,1,1,,,,,1,6,---,---,JahJY1P23,Jigawa,20/04/2025 09:51,44830781-1722-4909-9ba0-4dca91f7d8fa
8b9f22e7-e055-4b6e-a344-38f23f151929,Rice,6.0,1,1,,,,,1,6,---,---,JahZKKQ51,Jigawa,20/04/2025 09:52,2b7dbb7c-0d9c-4d7e-86a0-0dece3b77f69
8e69e595-b278-4ab0-b302-8b4232e3d14d,Rice,10.0,1,1,,,,,1,6,---,---,JahJY1P23,Jigawa,20/04/2025 09:53,44830781-1722-4909-9ba0-4dca91f7d8fa
5eda9552-235d-46da-b2e8-a199fda334e5,Rice,6.0,1,1,,,,,1,6,---,---,JahZKKQ51,Jigawa,20/04/2025 09:54,2b7dbb7c-0d9c-4d7e-86a0-0dece3b77f69
579596ab-3bf1-4b4f-81f2-bcd73e87c8e1,Rice,6.0,1,1,,,,,1,6,---,---,Jah9JAL39,Jigawa,20/04/2025 09:55,973ff4e1-b203-43a7-a148-48562fc382bf
