form/generatedCommPartnerUniqueid,validation,State-IP
P-BebH890Z951,Keep,Kano-WOFAN
P-YolWN6QWE15,Keep,Adamawa-Farm Innovation
P-GweNJI3NJ20,Keep,Benue-PVNL
P-GumMJ8CX922,Keep,Benue-PVNL
P-KwaEQY4AX57,Keep,FCT-WOFAN
P-Bau6ZEM8V48,Keep,Bauchi-WOFAN
P-Beb18Z2DI00,Keep,Kano-WOFAN
P-Beb8ISCAY40,Keep,Kano-WOFAN
P-YolHOTLS220,Keep,Adamawa-Farm Innovation
P-BebQ2T6PE37,Keep,Kano-WOFAN
P-YolMMK88716,Keep,Adamawa-Farm Innovation
P-BebJ0NV0545,Keep,Kano-WOFAN
P-Gum80XR4W50,Keep,Benue-PVNL
P-Kuj6VVZ8C28,Keep,FCT-WOFAN
P-Mad3T0S2H42,Keep,Kano-WOFAN
P-Yol0ZW4CM38,Keep,Adamawa-Farm Innovation
P-Beb66RE5654,Keep,Kano-WOFAN
P-BebI2MD7147,Keep,Kano-WOFAN
P-MarYZN0O559,Keep,Benue-PVNL
P-YolZOVGT649,Keep,Adamawa-Farm Innovation
P-Beb9ELP1445,Keep,Kano-WOFAN
P-MadB2LVG901,Keep,Kano-WOFAN
P-GumZIN04455,Keep,Benue-PVNL
P-YolAL9Y2721,Keep,Adamawa-Farm Innovation
P-BebM1IA6R49,Keep,Kano-WOFAN
P-BebMEZ5N816,Keep,Kano-WOFAN
P-Beb043FU015,Keep,Kano-WOFAN
P-JabVEHY4728,Keep,Kaduna-Kaduna 2-PVNL
P-BebVY40RY02,Keep,Kano-WOFAN
P-BebD369IF36,Keep,Kano-WOFAN
P-YolZVQERH30,Keep,Adamawa-Farm Innovation
P-MadYKIKTA59,Keep,Kano-WOFAN
P-BebONQ4OX27,Keep,Kano-WOFAN
P-Beb0VZCPW43,Keep,Kano-WOFAN
P-YolGTBTME38,Keep,Adamawa-Farm Innovation
P-MadOJBYYM44,Keep,Kano-WOFAN
P-BebDJ3K0J28,Keep,Kano-WOFAN
P-BebMW5IJ833,Keep,Kano-WOFAN
P-MadEEJF5309,Keep,Kano-WOFAN
P-YolLI365J25,Keep,Adamawa-Farm Innovation
P-BebQLB38U33,Keep,Kano-WOFAN
P-BauFADPRM48,Keep,Bauchi-WOFAN
P-BebKMSIJ256,Keep,Kano-WOFAN
P-MadE3L4ZT40,Keep,Kano-WOFAN
P-BauC1XP4P35,Keep,Bauchi-WOFAN
P-BebJ3LYB649,Keep,Kano-WOFAN
P-Mad6XXWZ019,Keep,Kano-WOFAN
P-Zar7XF1NJ40,Keep,Kaduna-WOFAN
P-BebYXA93E57,Keep,Kano-WOFAN
P-ZarZD6F7X08,Keep,Kaduna-WOFAN
P-BebT8G65D17,Keep,Kano-WOFAN
P-MadSIMAI321,Keep,Kano-WOFAN
P-Son66CPDB48,Keep,Adamawa-Farm Innovation
P-Beb1Z18XT06,Keep,Kano-WOFAN
P-ZarW3FV3J10,Keep,Kaduna-WOFAN
P-MadUUE4JP40,Keep,Kano-WOFAN
P-Beb7N3X0W09,Keep,Kano-WOFAN
P-UngFF9J8110,Keep,Kano-WOFAN
P-BebA5C78L05,Keep,Kano-WOFAN
P-Zar31VFXL26,Keep,Kaduna-WOFAN
P-BebX5VYQ054,Keep,Kano-WOFAN
P-MadUBLGDZ04,Keep,Kano-WOFAN
P-KirKW5TAV17,Keep,Kano-WOFAN
P-BebEA8VEV13,Keep,Kano-WOFAN
P-ZarHNKPHJ07,Keep,Kaduna-WOFAN
P-MadN7QWIW43,Keep,Kano-WOFAN
P-Kir4DNWG249,Keep,Kano-WOFAN
P-BebVKUGYC07,Keep,Kano-WOFAN
P-BebDX7JSQ07,Keep,Kano-WOFAN
P-Zar4OGJYH59,Keep,Kaduna-WOFAN
P-MadLU13V134,Keep,Kano-WOFAN
P-Beb2CLS9Q19,Keep,Kano-WOFAN
P-BebM8RHCI08,Keep,Kano-WOFAN
P-BebAWCWAJ46,Keep,Kano-WOFAN
P-ZarDN9CV728,Keep,Kaduna-WOFAN
P-MadS2W1Y610,Keep,Kano-WOFAN
P-BebAVZ59F00,Keep,Kano-WOFAN
P-BebN1E5CY03,Keep,Kano-WOFAN
P-DemBSDEGF31,Keep,Adamawa-Farm Innovation
P-ZarTLHBT111,Keep,Kaduna-WOFAN
P-BebPT0ZRV09,Keep,Kano-WOFAN
P-BebGJG8GH00,Keep,Kano-WOFAN
P-MadPLJ0V932,Keep,Kano-WOFAN
P-BebW8OAV148,Keep,Kano-WOFAN
P-ZarOM2G0314,Keep,Kaduna-WOFAN
P-Beb14OPTS47,Keep,Kano-WOFAN
P-BebHG2QS720,Keep,Kano-WOFAN
P-MadSQ0CRF39,Keep,Kano-WOFAN
P-TofRQ77LD12,Keep,Kano-WOFAN
P-Beb2IA3LB11,Keep,Kano-WOFAN
P-ZarMECHV038,Keep,Kaduna-WOFAN
P-BebQ722CB23,Keep,Kano-WOFAN
P-MadPJ5IIG39,Keep,Kano-WOFAN
P-BebAF7KBS59,Keep,Kano-WOFAN
P-ZarG2199F36,Keep,Kaduna-WOFAN
P-BebIMSA0733,Keep,Kano-WOFAN
P-BebWBO80M40,Keep,Kano-WOFAN
P-BebIFXYAC38,Keep,Kano-WOFAN
P-Mad8D6IMI53,Keep,Kano-WOFAN
P-Beb6DPLM129,Keep,Kano-WOFAN
P-GomTBGNBU53,Keep,Gombe-WOFAN
P-ZarIFK8C847,Keep,Kaduna-WOFAN
P-Beb5396CP10,Keep,Kano-WOFAN
P-ChiDSET8L57,Keep,Kaduna-Kaduna 1-PVNL
P-BebHZ2QO430,Keep,Kano-WOFAN
P-MadH0RPQI08,Keep,Kano-WOFAN
P-BebNW438308,Keep,Kano-WOFAN
P-ZarFEEQYB01,Keep,Kaduna-WOFAN
P-BebQ6TTXE52,Keep,Kano-WOFAN
P-Mad9Z5JKJ04,Keep,Kano-WOFAN
P-BebLHVT5Z33,Keep,Kano-WOFAN
P-AkkFZRQSK26,Keep,Gombe-WOFAN
P-BebV8UWMI21,Keep,Kano-WOFAN
P-ZarJB81AY13,Keep,Kaduna-WOFAN
P-BebVXZUS415,Keep,Kano-WOFAN
P-Mad8C6UJJ44,Keep,Kano-WOFAN
P-BebXJUXRO33,Keep,Kano-WOFAN
P-BebPJRJY534,Keep,Kano-WOFAN
P-MadGJ57A142,Keep,Kano-WOFAN
P-Zar6HDPXW29,Keep,Kaduna-WOFAN
P-Beb0CR4TU50,Keep,Kano-WOFAN
P-Beb1ZSG1154,Keep,Kano-WOFAN
P-MadCBOF7V17,Keep,Kano-WOFAN
P-JabRF26DL50,Keep,Kaduna-Kaduna 2-PVNL
P-ZarXN9EAP58,Keep,Kaduna-WOFAN
P-HonH3LL0O35,Keep,Adamawa-Farm Innovation
P-BebM8JIXO22,Keep,Kano-WOFAN
P-MadLDV6SU15,Keep,Kano-WOFAN
P-ZarCPF6UB07,Keep,Kaduna-WOFAN
P-BebFFM6E210,Keep,Kano-WOFAN
P-MadYU1GP043,Keep,Kano-WOFAN
P-BebUZ7TSC36,Keep,Kano-WOFAN
P-ZarOZGFIW45,Keep,Kaduna-WOFAN
P-JabAGN3BM40,Keep,Kaduna-Kaduna 2-PVNL
P-BebQ4HR0U48,Keep,Kano-WOFAN
P-MadGRC9FC05,Keep,Kano-WOFAN
P-ZarO35Y0X08,Keep,Kaduna-WOFAN
P-BebHGR60H03,Keep,Kano-WOFAN
P-MadZ6IUNL26,Keep,Kano-WOFAN
P-HonPEAMWD10,Keep,Adamawa-Farm Innovation
P-BebILVMYD41,Keep,Kano-WOFAN
P-ZarK65UZX04,Keep,Kaduna-WOFAN
P-Mad9XBNN852,Keep,Kano-WOFAN
P-HonY2ZEZ127,Keep,Adamawa-Farm Innovation
P-MadSLKE6V43,Keep,Kano-WOFAN
P-ZarGGXAM853,Keep,Kaduna-WOFAN
P-TarLWO21106,Keep,Kano-WOFAN
P-HonW7XFU729,Keep,Adamawa-Farm Innovation
P-MadXI6U0317,Keep,Kano-WOFAN
P-Zar4T5SL818,Keep,Kaduna-WOFAN
P-HonUGMW8X59,Keep,Adamawa-Farm Innovation
P-Mad7AXN3S26,Keep,Kano-WOFAN
P-ZarOMY8SC56,Keep,Kaduna-WOFAN
P-HonMD54C827,Keep,Adamawa-Farm Innovation
P-Kuj8JE5K140,Keep,FCT-WOFAN
P-YamHADUO633,Keep,Gombe-WOFAN
P-Zar2H273Q04,Keep,Kaduna-WOFAN
P-KadLYKZDV06,Keep,Kaduna-Kaduna 1-PVNL
P-Zar533YCX27,Keep,Kaduna-WOFAN
P-Kad1CF20724,Keep,Kaduna-Kaduna 1-PVNL
P-ZarQYHNXK59,Keep,Kaduna-WOFAN
P-ZarDONALI10,Keep,Kaduna-WOFAN
P-TorHWOPA126,Keep,Bauchi-WOFAN
P-Yol4UWYJD50,Keep,Adamawa-Farm Innovation
P-Zar38X39425,Keep,Kaduna-WOFAN
P-ZarEXO7UO29,Keep,Kaduna-WOFAN
P-Kwa160M0036,Keep,Gombe-WOFAN
P-Zar9GVNWA48,Keep,Kaduna-WOFAN
P-Sab0MYM3T38,Keep,Kaduna-WOFAN
P-YolHU9L0F01,Keep,Adamawa-Farm Innovation
P-HonBQ8KTW14,Keep,Adamawa-Farm Innovation
P-YolQAO9FE17,Keep,Adamawa-Farm Innovation
P-HonWDBPJT20,Keep,Adamawa-Farm Innovation
P-YolXTZ9RT11,Keep,Adamawa-Farm Innovation
P-HonV4QTUM57,Keep,Adamawa-Farm Innovation
P-BebTEXL7113,Keep,Kano-WOFAN
P-GomV7GEO041,Keep,Gombe-WOFAN
P-KirFF2YL051,Keep,Kano-WOFAN
P-KadZ5023B29,Keep,Kaduna-Kaduna 1-PVNL
P-TafC0W73830,Keep,Bauchi-WOFAN
P-Kir3Y4QPT39,Keep,Kano-WOFAN
P-Kar5LHX0F41,Keep,Nasarawa-PVNL
P-KadT97OJZ10,Keep,Kaduna-Kaduna 1-PVNL
P-KirAQ316D42,Keep,Kano-WOFAN
P-Kir0BGZ8059,Keep,Kano-WOFAN
P-KarOD5LLL11,Keep,Nasarawa-PVNL
P-UngEKNC6F28,Keep,Kano-WOFAN
P-KirBJW67Q29,Keep,Kano-WOFAN
P-KadDSNKBM13,Keep,Kaduna-Kaduna 1-PVNL
P-KarLPFAMN42,Keep,Nasarawa-PVNL
P-KirTISLJ434,Keep,Kano-WOFAN
P-KadKS3I9W38,Keep,Kaduna-Kaduna 1-PVNL
P-Kir04V09D00,Keep,Kano-WOFAN
P-DukUIH3DI43,Keep,Gombe-WOFAN
P-KadI07U1N48,Keep,Kaduna-Kaduna 1-PVNL
P-KirF9SQ9L29,Keep,Kano-WOFAN
P-KadT6DSYR10,Keep,Kaduna-Kaduna 1-PVNL
P-Kir16RUW522,Keep,Kano-WOFAN
P-Kad66GN1M43,Keep,Kaduna-Kaduna 1-PVNL
P-KirXG63Q304,Keep,Kano-WOFAN
P-KadDT53RH34,Keep,Kaduna-Kaduna 1-PVNL
P-KirGHW3XG00,Keep,Kano-WOFAN
P-KadJQFA2I13,Keep,Kaduna-Kaduna 1-PVNL
P-Kir00Q61F29,Keep,Kano-WOFAN
P-KadL1W8EL54,Keep,Kaduna-Kaduna 1-PVNL
P-Zar1HDBVU51,Keep,Kaduna-WOFAN
P-Jab5PFGQC10,Keep,Kaduna-Kaduna 2-PVNL
P-Kir1FKAUT22,Keep,Kano-WOFAN
P-KadWDEYNQ58,Keep,Kaduna-Kaduna 1-PVNL
P-ZarJM1TWZ14,Keep,Kaduna-WOFAN
P-KirUI15NX02,Keep,Kano-WOFAN
P-KirSRAY7H30,Keep,Kano-WOFAN
P-ZarP0W6BF14,Keep,Kaduna-WOFAN
P-Kir05P8EX14,Keep,Kano-WOFAN
P-KirN1ION647,Keep,Kano-WOFAN
P-KirCB31RR22,Keep,Kano-WOFAN
P-Kwa76ZTNO03,Keep,Gombe-WOFAN
P-YolPR9QZJ09,Keep,Adamawa-Farm Innovation
P-KwaQRNW3L12,Keep,FCT-WOFAN
P-Beb8IU0TC59,Keep,Kano-WOFAN
P-BebE1WLVF10,Keep,Kano-WOFAN
P-JabVAUCA345,Keep,Kaduna-Kaduna 2-PVNL
P-UngNC6G1306,Keep,Kano-WOFAN
P-Beb7OR64Q23,Keep,Kano-WOFAN
P-KagRYU2SL37,Keep,Kaduna-Kaduna 1-PVNL
P-TafP3LLNR10,Keep,Bauchi-WOFAN
P-JabO69H4B20,Keep,Kaduna-Kaduna 2-PVNL
P-BebGDETT434,Keep,Kano-WOFAN
P-KwaCRWXJ828,Keep,Gombe-WOFAN
P-BebX7SLFZ40,Keep,Kano-WOFAN
P-JabM0X8VR24,Keep,Kaduna-Kaduna 2-PVNL
P-TafK2TIEL24,Keep,Bauchi-WOFAN
P-KefQ3063302,Keep,Nasarawa-PVNL
P-BebY2NW2O15,Keep,Kano-WOFAN
P-AkkPN4LXM22,Keep,Gombe-WOFAN
P-Jab8LT85P35,Keep,Kaduna-Kaduna 2-PVNL
P-BebJ6OL6401,Keep,Kano-WOFAN
P-Beb4PSTTO46,Keep,Kano-WOFAN
P-BebPONUZE41,Keep,Kano-WOFAN
P-DarM2RGA013,Keep,Bauchi-WOFAN
P-BebVUZ3TM48,Keep,Kano-WOFAN
P-Beb4TIPQO44,Keep,Kano-WOFAN
P-KirFHBS7X12,Keep,Kano-WOFAN
P-KwaZXGVUD46,Keep,Gombe-WOFAN
P-Gwe9NLN8J37,Keep,Benue-PVNL
P-GomBAM9VU38,Keep,Gombe-WOFAN
P-GweGW78PY15,Keep,Benue-PVNL
P-KirI1LTHF07,Keep,Kano-WOFAN
P-MarLTG67N23,Keep,Benue-PVNL
P-Gom1DS9CK57,Keep,Gombe-WOFAN
P-KagSOLBW631,Keep,Kaduna-Kaduna 1-PVNL
P-BebTQCWXZ54,Keep,Kano-WOFAN
P-GirPSOJWM26,Keep,Adamawa-Farm Innovation
P-Aka4R3NG442,Keep,Nasarawa-PVNL
P-ZarRRJDRS34,Keep,Kaduna-WOFAN
P-Yol862J1108,Keep,Adamawa-Farm Innovation
P-ZarJF365M26,Keep,Kaduna-WOFAN
P-UngYUBEVL00,Keep,Kano-WOFAN
P-ZarMXP8R219,Keep,Kaduna-WOFAN
P-ZarVJOWMS42,Keep,Kaduna-WOFAN
P-ZarIAJHQX08,Keep,Kaduna-WOFAN
P-Zar1QWR6Z14,Keep,Kaduna-WOFAN
P-ZarICGMJM37,Keep,Kaduna-WOFAN
P-KarW9AF1B37,Keep,Nasarawa-PVNL
P-AkkTBC8H952,Keep,Gombe-WOFAN
P-Zar4V6RQB01,Keep,Kaduna-WOFAN
P-ZarF63AKF51,Keep,Kaduna-WOFAN
P-ZarYBOJXB34,Keep,Kaduna-WOFAN
P-AkkJKXYBT01,Keep,Gombe-WOFAN
P-SonK9T8AE42,Keep,Adamawa-Farm Innovation
P-ZarA6SKQE56,Keep,Kaduna-WOFAN
P-Tar576RKW09,Keep,Kano-WOFAN
P-UngA8H0WO47,Keep,Kano-WOFAN
P-ZarTI2OUP47,Keep,Kaduna-WOFAN
P-ZarB05S7R51,Keep,Kaduna-WOFAN
P-Zar81ZAS836,Keep,Kaduna-WOFAN
P-Mad7SYHZK42,Keep,Kano-WOFAN
P-Zar66WI9O38,Keep,Kaduna-WOFAN
P-ZarR732YN43,Keep,Kaduna-WOFAN
P-Akk23RE5339,Keep,Gombe-WOFAN
P-ZarMIOGZX26,Keep,Kaduna-WOFAN
P-ZarRX1AU215,Keep,Kaduna-WOFAN
P-KujJ6SI8404,Keep,FCT-WOFAN
P-ZarAASPZK21,Keep,Kaduna-WOFAN
P-AkkDX7HGL14,Keep,Gombe-WOFAN
P-Zar37U1XI40,Keep,Kaduna-WOFAN
P-MarM67QWU12,Keep,Benue-PVNL
P-Akk003XC905,Keep,Gombe-WOFAN
P-Zar5MQR6732,Keep,Kaduna-WOFAN
P-ZarU5A8C756,Keep,Kaduna-WOFAN
P-Zar5DPBHL53,Keep,Kaduna-WOFAN
P-ZarAMNV2W31,Keep,Kaduna-WOFAN
P-TarJDV10B48,Keep,Benue-PVNL
P-ZarW232QI10,Keep,Kaduna-WOFAN
P-Ung57I6LM15,Keep,Kano-WOFAN
P-Zar3OZM5D28,Keep,Kaduna-WOFAN
P-Zar4KQH1K41,Keep,Kaduna-WOFAN
P-ZarGOZFDU00,Keep,Kaduna-WOFAN
P-ZarM0QKXI09,Keep,Kaduna-WOFAN
P-YolACWW9R13,Keep,Adamawa-Farm Innovation
P-TorAW2DZC11,Keep,Bauchi-WOFAN
P-ZarUJC4UH15,Keep,Kaduna-WOFAN
P-DukKXW3SI12,Keep,Gombe-WOFAN
P-Kag6309VV01,Keep,Kaduna-Kaduna 1-PVNL
P-Alk1T149I03,Keep,Bauchi-WOFAN
P-AlkMDFZD301,Keep,Bauchi-WOFAN
P-Beb5S9Z6P17,Keep,Kano-WOFAN
P-KadLE0XSW21,Keep,Kaduna-Kaduna 1-PVNL
P-KwaRVG74226,Keep,FCT-WOFAN
P-Kag38T71L29,Keep,Kaduna-Kaduna 1-PVNL
P-KwaF69ANG25,Keep,Gombe-WOFAN
P-KwaR35EL955,Keep,Gombe-WOFAN
P-KagN4Q9AZ02,Keep,Kaduna-Kaduna 1-PVNL
P-KwaFFE08O26,Keep,Gombe-WOFAN
P-Mad7DUWUM10,Keep,Kano-WOFAN
P-MadP883YV52,Keep,Kano-WOFAN
P-GanGIZKGS36,Keep,Bauchi-WOFAN
P-BauDU7RGT10,Keep,Bauchi-WOFAN
P-Bau4Z16TI02,Keep,Bauchi-WOFAN
P-MadJAFHCF15,Keep,Kano-WOFAN
P-Mad80CEDL26,Keep,Kano-WOFAN
P-MadNBRLK643,Keep,Kano-WOFAN
P-MadDORMNV34,Keep,Kano-WOFAN
P-YolVFP1RD43,Keep,Adamawa-Farm Innovation
P-MadIZK7ND03,Keep,Kano-WOFAN
P-YolHO4ABO29,Keep,Adamawa-Farm Innovation
P-MadF4DVKJ34,Keep,Kano-WOFAN
P-BebHEVNXK25,Keep,Kano-WOFAN
P-Kir3M7E9050,Keep,Kano-WOFAN
P-Mad113WHM28,Keep,Kano-WOFAN
P-BebS7WAU142,Keep,Kano-WOFAN
P-BebAT9XQ348,Keep,Kano-WOFAN
P-BauZG8G4341,Keep,Bauchi-WOFAN
P-DemLM7O5S45,Keep,Adamawa-Farm Innovation
P-BebDGH3JF53,Keep,Kano-WOFAN
P-BebU29N2R10,Keep,Kano-WOFAN
P-BebFWLIUC20,Keep,Kano-WOFAN
P-Beb5OC76D34,Keep,Kano-WOFAN
P-BebN45TBE23,Keep,Kano-WOFAN
P-Beb5Z54BS59,Keep,Kano-WOFAN
P-GomNJW7X223,Keep,Gombe-WOFAN
P-BebWE27IF52,Keep,Kano-WOFAN
P-BebF1W16W43,Keep,Kano-WOFAN
P-Yol0EP53K20,Keep,Adamawa-Farm Innovation
P-ZanB9MPWX59,Keep,Kaduna-Kaduna 1-PVNL
P-KirUMBCHA43,Keep,Kano-WOFAN
P-BebZEK19038,Keep,Kano-WOFAN
P-YolPNLQVR22,Keep,Adamawa-Farm Innovation
P-ZanAQ3F8840,Keep,Kaduna-Kaduna 1-PVNL
P-BebN70Y4O37,Keep,Kano-WOFAN
P-YolN8I62344,Keep,Adamawa-Farm Innovation
P-Zan0Z94FS44,Keep,Kaduna-Kaduna 1-PVNL
P-YolL8390Z49,Keep,Adamawa-Farm Innovation
P-ZanDOSJ4E43,Keep,Kaduna-Kaduna 1-PVNL
P-BebYDEPQZ25,Keep,Kano-WOFAN
P-ZanRHZHY015,Keep,Kaduna-Kaduna 1-PVNL
P-Yol3DBRS644,Keep,Adamawa-Farm Innovation
P-BebH4XGZ443,Keep,Kano-WOFAN
P-BebMWN5UB40,Keep,Kano-WOFAN
P-BebWH31CY49,Keep,Kano-WOFAN
P-GomIRACZU39,Keep,Gombe-WOFAN
P-Beb6XK2JB46,Keep,Kano-WOFAN
P-GarWEYAFR17,Keep,Kano-WOFAN
P-GomJ15OMT33,Keep,Gombe-WOFAN
P-BebGPP2E924,Keep,Kano-WOFAN
P-GarRB72AJ31,Keep,Kano-WOFAN
P-Beb9XKIBY48,Keep,Kano-WOFAN
P-BebJVBYWW31,Keep,Kano-WOFAN
P-GarPHFHRC43,Keep,Kano-WOFAN
P-DukEZ7DHK13,Keep,Gombe-WOFAN
P-BebSUT52Y19,Keep,Kano-WOFAN
P-Gar1C68XV24,Keep,Kano-WOFAN
P-KwaSSUYJX57,Keep,Gombe-WOFAN
P-BebSYNW6Y00,Keep,Kano-WOFAN
P-GarG98NUY54,Keep,Kano-WOFAN
P-BebYVXWOT39,Keep,Kano-WOFAN
P-GarDQY7C515,Keep,Kano-WOFAN
P-Beb9JNV9O33,Keep,Kano-WOFAN
P-BebT2WIHG00,Keep,Kano-WOFAN
P-AlkY17B7138,Keep,Bauchi-WOFAN
P-GarS5HHES11,Keep,Kano-WOFAN
P-BebJJDTZM58,Keep,Kano-WOFAN
P-GarT38AF107,Keep,Kano-WOFAN
P-BebRYOZES49,Keep,Kano-WOFAN
P-Gar9T0A3Q42,Keep,Kano-WOFAN
P-Beb5CCYBO17,Keep,Kano-WOFAN
P-BebLRGX9A41,Keep,Kano-WOFAN
P-Taf692CRE38,Keep,Bauchi-WOFAN
P-BebWOQT8P43,Keep,Kano-WOFAN
P-BauTYOX6Q56,Keep,Bauchi-WOFAN
P-BebQBSTSK17,Keep,Kano-WOFAN
P-AlkTPW74550,Keep,Bauchi-WOFAN
P-BebVBIFI537,Keep,Kano-WOFAN
P-AkaVS1J6N47,Keep,Nasarawa-PVNL
P-Gwe04GMV927,Keep,Benue-PVNL
P-GomGJTID730,Keep,Gombe-WOFAN
P-Beb1P6WW724,Keep,Kano-WOFAN
P-AlkPWL41025,Keep,Bauchi-WOFAN
P-MarVQ0BWD53,Keep,Benue-PVNL
P-BebZBI5NB49,Keep,Kano-WOFAN
P-AlkRO8ML506,Keep,Bauchi-WOFAN
P-Yol4QGD4J32,Keep,Adamawa-Farm Innovation
P-KauFDY4EP30,Keep,Kaduna-Kaduna 2-PVNL
P-Beb95ZUH930,Keep,Kano-WOFAN
P-Ung7TG2GP57,Keep,Kano-WOFAN
P-Yol4Q8U1022,Keep,Adamawa-Farm Innovation
P-AlkNGA7EO31,Keep,Bauchi-WOFAN
P-BebTY0E7O47,Keep,Kano-WOFAN
P-KwaPIGK0A22,Keep,Gombe-WOFAN
P-YolW0BMDM36,Keep,Adamawa-Farm Innovation
P-Alk8Z11CJ05,Keep,Bauchi-WOFAN
P-Yol0ITFX459,Keep,Adamawa-Farm Innovation
P-AlkYDR3XT29,Keep,Bauchi-WOFAN
P-Yol6IO08216,Keep,Adamawa-Farm Innovation
P-AlkWHZ59I30,Keep,Bauchi-WOFAN
P-BebH5B6TF53,Keep,Kano-WOFAN
P-AlkJ5G43757,Keep,Bauchi-WOFAN
P-MarWXRLWR16,Keep,Benue-PVNL
P-AlkD2CVCN13,Keep,Bauchi-WOFAN
P-MarT8PLGN39,Keep,Benue-PVNL
P-AlkC4ZR9T25,Keep,Bauchi-WOFAN
P-KwaNG91SG35,Keep,Gombe-WOFAN
P-Beb9C1VUW04,Keep,Kano-WOFAN
P-Alk3V90PB39,Keep,Bauchi-WOFAN
P-MarNJJNRW32,Keep,Benue-PVNL
P-BauMTQJAN50,Keep,Bauchi-WOFAN
P-Alk5CU39635,Keep,Bauchi-WOFAN
P-MarQF2ZUU24,Keep,Benue-PVNL
P-Alk5J8DUR47,Keep,Bauchi-WOFAN
P-YolGLTOJ717,Keep,Adamawa-Farm Innovation
P-AlkZ1CE9E36,Keep,Bauchi-WOFAN
P-MarJ2CSI407,Keep,Benue-PVNL
P-AlkVC3SMR35,Keep,Bauchi-WOFAN
P-Kwa0QDMV347,Keep,Gombe-WOFAN
P-MarC0XTD447,Keep,Benue-PVNL
P-Alk71SSRG36,Keep,Bauchi-WOFAN
P-AlkI74YCH02,Keep,Bauchi-WOFAN
P-KwaJD7RML36,Keep,FCT-WOFAN
P-MarB9RR8O57,Keep,Benue-PVNL
P-Alk4L86SW19,Keep,Bauchi-WOFAN
P-AlkPLOT9C26,Keep,Bauchi-WOFAN
P-Mar0ONDMT32,Keep,Benue-PVNL
P-TarEMUDOM09,Keep,Kano-WOFAN
P-MarF6AZHX19,Keep,Benue-PVNL
P-MarAYM1ND36,Keep,Benue-PVNL
P-ChiZC5CRB01,Keep,Kaduna-Kaduna 1-PVNL
P-MarK72MWW23,Keep,Benue-PVNL
P-Kwa6TQWL758,Keep,Gombe-WOFAN
P-KwaPTI6M009,Keep,Gombe-WOFAN
P-Kwa446SCO21,Keep,Gombe-WOFAN
P-GomBMDS2517,Keep,Gombe-WOFAN
P-Ung4UAVGX29,Keep,Kano-WOFAN
P-KwaNV0DNX33,Keep,Gombe-WOFAN
P-MarT34GT325,Keep,Benue-PVNL
P-KirA94WG353,Keep,Kano-WOFAN
P-Kwa7AVLK149,Keep,Gombe-WOFAN
P-KagHI2MOG37,Keep,Kaduna-Kaduna 1-PVNL
P-TarGHUZU628,Keep,Benue-PVNL
P-KwaHUNO9009,Keep,Gombe-WOFAN
P-YolI2VHOX19,Keep,Adamawa-Farm Innovation
P-Kwa9H7OS732,Keep,Gombe-WOFAN
P-YolHFG2RM08,Keep,Adamawa-Farm Innovation
P-KujI6A99G35,Keep,FCT-WOFAN
P-YolLJSOMJ36,Keep,Adamawa-Farm Innovation
P-DarWV7BX330,Keep,Bauchi-WOFAN
P-KujM24LO401,Keep,FCT-WOFAN
P-YolEFT2RY53,Keep,Adamawa-Farm Innovation
P-NasF1N1YE10,Keep,Nasarawa-PVNL
P-KagBXLSYC35,Keep,Kaduna-Kaduna 1-PVNL
P-YolFHWMFF12,Keep,Adamawa-Farm Innovation
P-YolXH4PM853,Keep,Adamawa-Farm Innovation
P-NasRMJMYI34,Keep,Nasarawa-PVNL
P-YolWQIH2918,Keep,Adamawa-Farm Innovation
P-DukP9TQVG04,Keep,Gombe-WOFAN
P-GwePTDIOJ23,Keep,Benue-PVNL
P-NasLNK1SD39,Keep,Nasarawa-PVNL
P-YolOC2L2450,Keep,Adamawa-Farm Innovation
P-MunBBPXOE40,Keep,FCT-WOFAN
P-Kwa42T63H27,Keep,Gombe-WOFAN
P-YolJW57TS17,Keep,Adamawa-Farm Innovation
P-MunR3X5TV22,Keep,FCT-WOFAN
P-YolX5006J46,Keep,Adamawa-Farm Innovation
P-MunIRKZ3J33,Keep,FCT-WOFAN
P-AkaUFV9CZ46,Keep,Nasarawa-PVNL
P-MunBJMUXZ24,Keep,FCT-WOFAN
P-BauOFHP7B44,Keep,Bauchi-WOFAN
P-BauLZZRLR06,Keep,Bauchi-WOFAN
P-MunQ8WB8D41,Keep,FCT-WOFAN
P-GomRU4YYQ02,Keep,Gombe-WOFAN
P-MunEFWZ1Q07,Keep,FCT-WOFAN
P-MunPKRY2Z51,Keep,FCT-WOFAN
P-UngKEX8VU50,Keep,Kano-WOFAN
P-Mun3MT56H43,Keep,FCT-WOFAN
P-SabKQZBW107,Keep,Kaduna-WOFAN
P-AlkOKZEZY27,Keep,Bauchi-WOFAN
P-Kwa09BDEU11,Keep,FCT-WOFAN
P-JabZ66RBC26,Keep,Kaduna-Kaduna 2-PVNL
P-Mun26S0KZ49,Keep,FCT-WOFAN
P-JabFWMPAW25,Keep,Kaduna-Kaduna 2-PVNL
P-MunYEWYI642,Keep,FCT-WOFAN
P-MunIR2G2804,Keep,FCT-WOFAN
P-TafDL6CSR19,Keep,Bauchi-WOFAN
P-Beb1FD8H510,Keep,Kano-WOFAN
P-MunIJVSVB23,Keep,FCT-WOFAN
P-KadH23CMX24,Keep,Kaduna-Kaduna 1-PVNL
